,id,review,target,label,predict,terms
42,1090587:1,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,,AMBIENCE,,
43,1090587:2,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,,"SERVICE,FOOD,PRICES",FOOD|PRICES|SERVICE,food|price|service
44,1090587:3,the lava cake dessert was incredible and i recommend it.,,FOOD,,
45,1102681:0,"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.",,AMBIENCE,,
46,1102681:1,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",,AMBIENCE,AMBIENCE,restaurant
47,1102681:2,"the food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",,"FOOD,FOOD,FOOD,FOOD",FOOD,food
48,1102681:3,"however, go for the ambience, and consider the food just a companion for a trip across the world!",,"AMBIENCE,FOOD",FOOD,food
49,1118167:2,the pizza was delivered cold and the cheese wasn't even fully melted!,,"FOOD,FOOD",FOOD,pizza
50,1119578:1,the pizza is overpriced and soggy.,,"FOOD,PRICES",FOOD|FOOD,price|pizza
51,1119578:2,"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",,"FOOD,FOOD,FOOD",FOOD,pizza
52,1123262:0,i think i've had some the best meals of my life at minnow.,,FOOD,,
53,1123262:1,"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",,"FOOD,FOOD,FOOD",FOOD|FOOD|AMBIENCE|FOOD,food|wine|always|menu
54,1123262:2,the combination of super-fresh ingredients in the dishes are unusual but really delicious.,,FOOD,FOOD|FOOD,really|dish
55,1125006:1,best pastrami i ever had and great portion without being ridiculous.,,"FOOD,FOOD",,
56,1125006:3,my wife had the fried shrimp which are huge and loved it.,,"FOOD,FOOD",,
57,1125284:2,"the signs, the specials menus, food, and even all the waitstaff are all totally japanese.",,"FOOD,FOOD,SERVICE",FOOD|FOOD|SERVICE,food|menu|staff
58,1126814:0,"leon is an east village gem: casual but hip, with well prepared basic french bistro fare, good specials, a warm and lively atmosphere.",,"AMBIENCE,FOOD,AMBIENCE,FOOD",AMBIENCE,atmosphere
59,1126814:1,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",,SERVICE,FOOD|FOOD|SERVICE,always|always|staff
60,1126814:3,decent wine at reasonable prices.,,"FOOD,PRICES",PRICES|FOOD,price|wine
61,1126886:2,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",,"SERVICE,AMBIENCE,FOOD,FOOD",FOOD|SERVICE,food|service
62,1131595:2,the hostess is rude to the point of being offensive.,,SERVICE,,
63,1131595:3,the food was bland oily.,,FOOD,FOOD,food
64,1138996:1,"we have been to this place many times, and always have great food, wine, and service.",,"FOOD,FOOD,SERVICE",FOOD|FOOD|FOOD|FOOD|AMBIENCE|SERVICE,food|time|wine|always|place|service
65,1138996:2,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",,SERVICE,FOOD,would
66,1138996:3,as always we had a great glass of wine while we waited.,,FOOD,FOOD|FOOD,wine|always
67,1138996:4,"when we sat, we got great and fast service.",,SERVICE,SERVICE,service
68,1138996:5,the people that work there are always so friendly you forget you are in new york sometimes.,,SERVICE,AMBIENCE|AMBIENCE,time|always
69,1145510:1,the pizza is yummy and i like the atmoshpere.,,"FOOD,AMBIENCE",FOOD,pizza
70,1145510:2,but the pizza is way to expensive.,,PRICES,FOOD,pizza
71,1145510:3,"a large is $20, and toppings are about $3 each.",,"PRICES,PRICES",,
72,1147082:0,i went there for lunch and it was not as good as i expected from the reviews i read.,,FOOD,,
73,1147082:1,sauce was watery and the food didn't have much flavor.,,"FOOD,FOOD",FOOD,food
74,1147211:2,the waitress was very patient with us and the food is phenomenal!,,"SERVICE,FOOD",FOOD,food
75,1147211:3,"service was prompt, friendly and great.",,SERVICE,SERVICE,service
76,1147211:4,slightly on the pricey side but worth it!,,PRICES,PRICES,price
77,1153034:0,great pizza and fantastic service.,,"FOOD,SERVICE",SERVICE|FOOD,service|pizza
78,1153034:1,"there was a small wait, but shorter than i expected.",,SERVICE,,
79,1153034:2,located at the end of a magnificent block.,,AMBIENCE,,
80,1154550:0,this is the best sushi in new york city - hands down.,,FOOD,FOOD,sushi
81,1154550:1,the place is small and cramped but the food is fantastic.,,"AMBIENCE,FOOD",FOOD|AMBIENCE,food|place
82,1154550:2,get the tuna of gari.,,FOOD,,
83,1162037:0,"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .",,"FOOD,FOOD",FOOD|FOOD|FOOD,food|always|sushi
84,1162037:1,"with the great variety on the menu , i eat here often and never get bored .",,FOOD,FOOD,menu
85,1162037:2,"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .",,"AMBIENCE,PRICES",PRICES|AMBIENCE,price|atmosphere
86,1162037:3,it's all about the food !!,,FOOD,FOOD,food
87,1167434:3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",,FOOD,FOOD,menu
88,1167434:5,"those rolls were big, but not good and sashimi wasn't fresh.",,"FOOD,FOOD,FOOD",,
89,1175958:1,"try the crunchy tuna, it is to die for.",,FOOD,,
90,1189674:0,first went here to enjoy their garden terrace.,,AMBIENCE,,
91,1189674:1,"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",,"FOOD,SERVICE",FOOD|SERVICE,food|service
92,1189674:2,"the steak tartare is a great bet, they fix it for you at the table.",,FOOD,,
93,1189674:3,"admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",,"AMBIENCE,AMBIENCE",FOOD,restaurant
94,1189674:4,"great wine selection, gigondas is worth the price, and the house champagne is a great value.",,"FOOD,FOOD,PRICES",PRICES|FOOD,price|wine
95,1189674:5,"it may be a bit packed on weekends, but the vibe is good and it is the best french food you will find in the area.",,"AMBIENCE,AMBIENCE,FOOD",FOOD,food
96,1199292:0,"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!",,"FOOD,FOOD",FOOD|FOOD,pizza|pizza
97,1199480:0,"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!",,"AMBIENCE,FOOD",FOOD,food
98,1199480:2,i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,,"AMBIENCE,SERVICE",SERVICE,service
99,1205520:2,make sure you have the spicy scallop roll.. .,,FOOD,,
100,1212346:0,"moules were excellent, lobster ravioli was very salty!",,"FOOD,FOOD",,
101,1212346:1,"took my mom for mother's day, and the maitre d' was pretty rude.",,SERVICE,,
102,1212346:4,tiny dessert was $8.00...just plain overpriced for what it is.,,"FOOD,PRICES",FOOD,price
103,1221938:0,the drinks are always welll made and wine selection is fairly priced.,,"FOOD,PRICES",PRICES|FOOD|FOOD,price|wine|always
104,1221938:1,try their chef's specials-- they are to die for.,,FOOD,,
105,1221938:2,"service is not exactly five star, but thats not really a big deal.",,SERVICE,PRICES|SERVICE,really|service
106,1221938:3,downstairs lounge is always a good attraction,,AMBIENCE,AMBIENCE,always
107,1225162:0,"raga's is a romantic, cozy restaurant.",,AMBIENCE,AMBIENCE,restaurant
108,1225162:1,the exotic food is beautifully presented and is a delight in delicious combinations.,,"FOOD,FOOD",FOOD,food
109,1225162:2,it is also extremely well priced.,,PRICES,PRICES,price
110,1225162:3,the staff is incredibly helpful and attentive.,,SERVICE,SERVICE,staff
111,1225162:4,the bar is very well stocked with interesting beers and well priced wines.,,"FOOD,FOOD,PRICES",PRICES|FOOD,price|wine
112,1227999:1,"the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",,SERVICE,,
113,1227999:4,"rude service, medicore food...there are tons of restaurants in ny...stay away from this one",,"SERVICE,FOOD",FOOD|FOOD|SERVICE,food|restaurant|service
114,1230993:1,i loved everythig about it-especially the shows and actors.,,"AMBIENCE,AMBIENCE",,
115,1230993:2,our server was very helpful and friendly.,,SERVICE,,
116,1230993:4,the food was good too.,,FOOD,FOOD,food
117,1232468:0,the tuna and wasabe potatoes are excellent.,,"FOOD,FOOD",,
118,1232468:1,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,,AMBIENCE,AMBIENCE,atmosphere
119,1232468:3,service was prompt and courteous.,,SERVICE,SERVICE,service
120,1241906:0,"great service, great food.",,"SERVICE,FOOD",FOOD|SERVICE,food|service
121,1241906:1,prices are in line.,,PRICES,PRICES,price
122,1253117:1,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",,"FOOD,FOOD",FOOD|FOOD,pizza|pizza
123,1253117:2,"two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",,FOOD,FOOD|FOOD,would|menu
124,1253117:5,wait staff is blantently unappreciative of your business but its the best pie on the uws!,,"SERVICE,FOOD",SERVICE,staff
125,1256373:0,by far the best salad i have had in a fast food restaurant.,,FOOD,FOOD|FOOD,food|restaurant
126,1256373:1,fine dining restaurant quality.,,FOOD,FOOD,restaurant
127,1264954:2,"the chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",,"FOOD,FOOD,FOOD,SERVICE",SERVICE,service
128,1269216:1,the staff is no nonsense.,,SERVICE,SERVICE,staff
129,1269216:2,the food options rule.,,FOOD,FOOD,food
130,1269216:3,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,,FOOD,FOOD|FOOD,would|would
131,1275154:4,"he served me an uni hand roll, which i never had before, and let me tell you...it was heaven!",,FOOD,,
132,1275154:6,the sake menu should not be overlooked!,,FOOD,FOOD,menu
133,1275154:8,try the lobster teriyaki and the rose special roll.,,"FOOD,FOOD",,
134,1280166:1,"service was very good - prompt, attentive and non-intrusive.",,SERVICE,SERVICE,service
135,1280166:2,"food was very good as well, considering that we tried the budget selection (though i wish the pork belly that i ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",,"FOOD,FOOD",FOOD,food
136,1280166:3,wine list selection is good and wine-by-the-glass was generously filled to the top.,,"FOOD,FOOD",FOOD|FOOD,wine|wine
137,1280166:4,traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,,"AMBIENCE,AMBIENCE",AMBIENCE,restaurant
138,1280179:1,"to sum it up: service varies from good to mediorce, depending on which waiter you get; generally it is just average ok.",,SERVICE,SERVICE,service
139,1280179:2,"seating is always prompt, though the restaurant does fill up in the evening.",,SERVICE,FOOD|FOOD,always|restaurant
140,1280179:3,"food is usually very good, though ocasionally i wondered about freshmess of raw vegatables in side orders.",,"FOOD,FOOD",FOOD,food
141,1280179:5,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",,"AMBIENCE,AMBIENCE",,
142,1286916:1,"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.",,"AMBIENCE,AMBIENCE",AMBIENCE|AMBIENCE,time|atmosphere
143,1286916:3,it's simply the best meal in nyc.,,FOOD,,
144,1287538:2,the restaurant is cute but not upscale.,,AMBIENCE,AMBIENCE,restaurant
145,1287538:3,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,,"FOOD,FOOD",FOOD|FOOD,food|food
146,1289424:3,the server was really cool and served us our food and drinks with a smile.,,SERVICE,FOOD|AMBIENCE,food|really
147,1289424:4,the place's decor and hidden bathrooms made for a good laugh.,,"AMBIENCE,AMBIENCE",AMBIENCE,place
148,1293334:2,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",,"FOOD,FOOD,FOOD",FOOD|FOOD,food|dish
149,1297844:2,the bagel was huge.,,FOOD,,
150,1297844:4,the workers there also absolutely load the bagel with cream cheese (gets a little messy).,,FOOD,,
151,1300636:0,this was my frist time at cafe st. bart's and i must say how delicous the food and the service was.,,"FOOD,SERVICE",FOOD|FOOD|SERVICE,food|time|service
152,1300636:2,i have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,,"FOOD,FOOD",,
153,1300636:3,"other guests enjoyed pizza, santa fe chopped salad and fish and chips.",,"FOOD,FOOD,FOOD",FOOD,pizza
154,1300636:4,"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",,"FOOD,AMBIENCE,SERVICE",FOOD|SERVICE,food|service
155,1303888:0,all the staff is absolutely professional!!,,SERVICE,SERVICE,staff
156,1303984:1,my chow fun and chow see was really bland and oily.,,FOOD,FOOD,really
157,1303984:3,the scallion pancakes and fried dumplings were nothing out of the ordinary.,,"FOOD,FOOD",,
158,1308557:0,the service was the only thing good about this restaurant.,,SERVICE,AMBIENCE|SERVICE,restaurant|service
159,1308557:1,"it's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",,"AMBIENCE,FOOD,FOOD,FOOD",FOOD,sushi
160,1310217:1,their pad penang is delicious and everything else is fantastic.,,"FOOD,FOOD",,
161,1310217:2,the price is reasonable although the service is poor.,,"PRICES,SERVICE",PRICES|SERVICE,price|service
162,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,,FOOD,FOOD|FOOD,food|restaurant
163,1318537:4,hats off to the chef.,,FOOD,,
164,1328078:3,"the salads are delicious, both refreshing and very spicy.",,FOOD,,
165,1328078:4,we had pam's special fried fish and it was amazing.,,FOOD,,
166,1335154:1,"great vibe, lots of people.",,AMBIENCE,,
167,1335154:4,"i didn't complain, i liked the atmosphere so much.",,AMBIENCE,AMBIENCE,atmosphere
168,1335656:2,"ambience is so cute and quaint, good for business although we were there on vacation.",,AMBIENCE,,
169,1335656:3,salads were fantastic.,,FOOD,,
170,1335656:4,although we were looking for regular lettuce and some walnuts the salads we got were great.,,FOOD,,
171,1335656:5,ingredients are organic which is a real plus for me.,,FOOD,,
172,1338124:0,"this is some really good, inexpensive sushi.",,"FOOD,PRICES",FOOD|FOOD,sushi|really
173,1338124:2,the spicy tuna roll is huge and probably the best that i've had at this price range.,,"FOOD,FOOD,PRICES",PRICES,price
174,1338124:3,the yellowtail was particularly good as well.,,FOOD,,
175,1338124:4,"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",,"FOOD,PRICES",FOOD|FOOD,food|menu
176,1340075:1,"they have it all -- great price, food, and service.",,"PRICES,FOOD,SERVICE",FOOD|PRICES|SERVICE,food|price|service
177,1340075:2,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,,"AMBIENCE,SERVICE",AMBIENCE,atmosphere
178,1340075:4,"and it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",,"PRICES,PRICES,PRICES,PRICES",PRICES|FOOD,price|dish
179,1340075:5,the takeout is great too since they give high quality tupperware as well.,,SERVICE,,
180,1341354:1,enjoyed a very nice caesar salad while my wife had arugula and goat cheese....both very tasty.,,"FOOD,FOOD",,
181,1341354:2,we both opted for a pasta dish and they were served timely and fresh.,,"SERVICE,FOOD",FOOD|FOOD,time|dish
182,1341354:3,"we concluded with tiramisu chocolate cake, both were delicious.",,"FOOD,FOOD",,
183,1347423:1,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",,"SERVICE,FOOD,AMBIENCE",FOOD|AMBIENCE|SERVICE,food|place|staff
184,1347423:2,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,,SERVICE,,
185,1347423:3,"yes, the prices are high, but i felt it was worth it.",,PRICES,PRICES,price
186,1349391:0,sometimes i get good food and ok service.,,"FOOD,SERVICE",FOOD|AMBIENCE|SERVICE,food|time|service
187,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",,"FOOD,SERVICE,SERVICE,FOOD",FOOD|AMBIENCE|AMBIENCE|SERVICE|SERVICE,food|time|time|service|service
188,1352948:0,the place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere.,,"FOOD,FOOD,SERVICE,AMBIENCE",FOOD|AMBIENCE|FOOD|AMBIENCE,wine|place|dish|atmosphere
189,1353599:0,right off the l in brooklyn this is a nice cozy place with good pizza.,,"FOOD,AMBIENCE",AMBIENCE|FOOD,place|pizza
190,1353599:1,mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,,"FOOD,FOOD",,
191,1353599:2,my friend got the mushroom pizza which tasted better.,,FOOD,FOOD,pizza
192,1353599:3,the sangria was pretty tasty and good on a hot muggy day.,,FOOD,,
193,1357554:0,i started out with a bombay beer which was big enough for two.,,FOOD,,
194,1357554:3,"service was slow, but the people were friendly.",,"SERVICE,SERVICE",SERVICE,service
195,1357554:4,it's a nice place to relax and have conversation.,,AMBIENCE,AMBIENCE,place
196,1367358:1,the food is authentic italian - delicious!,,FOOD,FOOD,food
197,1367358:2,"pizza is terrific, as is homemade pasta.",,"FOOD,FOOD",FOOD,pizza
198,1367358:3,"ambience is delightful, service impeccable.",,"AMBIENCE,SERVICE",SERVICE,service
199,1380450:0,i'm still mad that i had to pay for lousy food.,,FOOD,FOOD,food
200,1380450:1,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,"FOOD,FOOD",,
201,1380450:2,service was also horrible and the ambience is not that great.,,"SERVICE,AMBIENCE",SERVICE,service
202,1387314:1,this is my first time writing a review for a restaurant because the food and service was excellent.,,"FOOD,SERVICE",FOOD|AMBIENCE|FOOD|SERVICE,food|time|restaurant|service
203,1387314:2,the filet mignon dish was superb!,,FOOD,FOOD,dish
204,1387314:4,it's a small cute restaurant.,,AMBIENCE,AMBIENCE,restaurant
205,1390357:2,"i like the ambience, it's very dark and original.",,AMBIENCE,,
206,1390357:4,the sushi is amazing!!!,,FOOD,FOOD,sushi
207,1390357:5,and amazingly cheap.,,PRICES,,
208,1394712:0,very affordable and excellent ambient!,,"AMBIENCE,PRICES",,
209,1394712:1,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,,FOOD,FOOD|FOOD,menu|dish
210,1394712:3,we won't go to this place again for a good meal.,,FOOD,AMBIENCE,place
211,1394712:4,"however, i think this place is a good hang out spot.",,AMBIENCE,AMBIENCE,place
212,1395421:1,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,,"FOOD,FOOD,SERVICE,AMBIENCE",FOOD|AMBIENCE|FOOD|SERVICE|FOOD,wine|place|really|service|pizza
213,1398844:0,"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",,AMBIENCE,AMBIENCE,place
214,1398844:2,"the tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.",,"AMBIENCE,FOOD,PRICES",PRICES|FOOD|FOOD|FOOD,price|wine|menu|restaurant
215,1398844:3,slightly above average wines start at $70+ with only one selection listed at $30+.,,"FOOD,PRICES",FOOD,wine
216,1398844:4,service is not what one would expect from a joint in this price category.,,SERVICE,PRICES|PRICES|SERVICE,would|price|service
217,1398844:6,somehow working the italian charm with constant mille grazie does not constitute proper service.,,SERVICE,SERVICE,service
218,1398844:7,"to be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of teodora.",,FOOD,FOOD,food
219,1404042:1,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,,"FOOD,FOOD",,
220,1404042:2,fish was overdone.,,FOOD,,
221,1404042:3,"cute place, nice wait staff but would never go there again.",,"SERVICE,AMBIENCE",SERVICE|AMBIENCE|SERVICE,would|place|staff
222,1404042:4,someone else recommended the dessert - we also left that.,,FOOD,,
223,1404042:5,one of us actually liked the expresso - that's it.,,FOOD,,
224,1410878:1,i've never had bad service and the fish is fresh and delicious.,,"SERVICE,FOOD",SERVICE,service
225,1410878:2,their tuna tartar appetizer is to die for.,,FOOD,,
226,1413697:0,"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",,FOOD,FOOD,pizza
227,1413697:2,the place is so cool and the service is prompt and curtious.,,"SERVICE,AMBIENCE",AMBIENCE|SERVICE,place|service
228,1417496:0,a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,"FOOD,SERVICE,AMBIENCE",FOOD|AMBIENCE|SERVICE|AMBIENCE,food|restaurant|service|atmosphere
229,1417496:1,no gimmicks here -- the food speaks for itself in its freshness and preparation.,,FOOD,FOOD,food
230,1417496:2,the dining room is quietly elegant with no music to shout over -- how refreshing!,,AMBIENCE,,
231,1417496:3,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",,"SERVICE,SERVICE",SERVICE|SERVICE|SERVICE,menu|staff|service
232,1417496:4,"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",,"FOOD,AMBIENCE",FOOD,restaurant
233,1430994:0,the view is breathtaking the service is top notch... the ambiance is wonderfull.,,"AMBIENCE,SERVICE,AMBIENCE",SERVICE,service
234,1430994:1,the staff offers impeccable service.,,SERVICE,SERVICE|SERVICE,staff|service
235,1430994:2,i had lobster bisque it has 2 oz. of maine lobster in it.,,FOOD,,
236,1430994:3,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,,"FOOD,FOOD",,
237,1430994:6,my boyfriend had prime rib it was good .,,FOOD,,
238,1430994:7,we didn't want a bottle of bubbly on a weekday so we each got little bottles of korbett it was just enough.,,FOOD,,
239,1431154:0,my wife and i ate here earlier this week and have not stopped ranting and raving about the food.,,FOOD,FOOD,food
240,1431154:1,if you like spicy food get the chicken vindaloo.,,FOOD,FOOD,food
241,1432551:0,go to volare for 1st class service and terrific food.,,"SERVICE,FOOD",FOOD|SERVICE,food|service
242,1432551:1,the portions are large and the servers always surprise us with a different starter.,,"FOOD,SERVICE",AMBIENCE,always
243,1432551:2,the wine list is excellent.,,FOOD,FOOD,wine
244,1439875:0,the food is amazing... especially if you get the chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,,"FOOD,FOOD,FOOD",FOOD|FOOD|FOOD|FOOD,food|wine|wine|menu
245,1439875:1,"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",,"SERVICE,AMBIENCE",AMBIENCE|SERVICE,place|service
246,1439875:3,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,,"PRICES,FOOD,PRICES,SERVICE",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,food|food|food|food|food|price|price|menu
247,1448587:0,"with the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",,"FOOD,FOOD",FOOD,food
248,1448587:1,the menu is very limited - i think we counted 4 or 5 entrees.,,FOOD,FOOD,menu
249,1448587:2,"we ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",,FOOD,,
250,1448587:3,"the decor in this place is very diner-ish and the kind of place you expect in the east village - not romantic, just simple, small and sparse.",,AMBIENCE,AMBIENCE|AMBIENCE,place|place
251,1451107:0,this place is so much fun.,,AMBIENCE,AMBIENCE,place
252,1451107:4,our food was great too!,,FOOD,FOOD,food
253,1451107:5,and really large portions.,,FOOD,FOOD,really
254,1451107:6,the staff was the friendliest that have seen in new york.,,SERVICE,SERVICE,staff
255,1451109:2,the food was pretty tradional but it was hot and good with large portions.,,"FOOD,FOOD",FOOD,food
