,id,review,target,label,predict,term,polarity
63,1138996:5,the people that work there are always so friendly you forget you are in new york sometimes.,people,SERVICE,AMBIENCE,always|friendly|time,positive
64,1145510:1,the pizza is yummy and i like the atmoshpere.,"pizza,atmoshpere","FOOD,AMBIENCE",,,"positive,positive"
65,1145510:2,but the pizza is way to expensive.,pizza,PRICES,PRICES,expensive,negative
66,1145510:3,"a large is $20, and toppings are about $3 each.","NULL,toppings","PRICES,PRICES",,,"negative,negative"
67,1147082:0,i went there for lunch and it was not as good as i expected from the reviews i read.,lunch,FOOD,PRICES,expect,negative
68,1147082:1,sauce was watery and the food didn't have much flavor.,"Sauce,food","FOOD,FOOD",FOOD,food|much,"negative,negative"
69,1147211:2,the waitress was very patient with us and the food is phenomenal!,"waitress,food","SERVICE,FOOD",FOOD,food,"positive,positive"
70,1147211:3,"service was prompt, friendly and great.",Service,SERVICE,SERVICE,great|service|friendly,positive
71,1153034:0,great pizza and fantastic service.,"pizza,service","FOOD,SERVICE",SERVICE,great|service,"positive,positive"
72,1153034:1,"there was a small wait, but shorter than i expected.",wait,SERVICE,PRICES,small|expect,positive
73,1153034:2,located at the end of a magnificent block.,block,AMBIENCE,,,positive
74,1154550:0,this is the best sushi in new york city - hands down.,sushi,FOOD,FOOD,sushi|best,positive
75,1154550:2,get the tuna of gari.,tuna of gari,FOOD,,,positive
76,1162037:0,"planet thailand has always been a hit with me , i go there usually for the sushi, which is great , the thai food is excellent too .","sushi,thai food,Planet Thailand","FOOD,FOOD",FOOD,food|great|always|sushi,"positive,positive,positive"
77,1162037:1,"with the great variety on the menu , i eat here often and never get bored .",menu,FOOD,AMBIENCE,great,positive
78,1162037:3,it's all about the food !!,food,FOOD,FOOD,food,positive
79,1167434:3,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",menu,FOOD,,,negative
80,1175958:1,"try the crunchy tuna, it is to die for.",crunchy tuna,FOOD,,,positive
81,1189674:0,first went here to enjoy their garden terrace.,garden terrace,AMBIENCE,AMBIENCE,garden,positive
82,1189674:1,"the food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","food,service","FOOD,SERVICE",SERVICE,food|service|rush,"positive,positive"
83,1189674:2,"the steak tartare is a great bet, they fix it for you at the table.",Steak Tartare,FOOD,SERVICE,great|table,positive
84,1189674:4,"great wine selection, gigondas is worth the price, and the house champagne is a great value.","wine selection,Gigondas,house champagne","FOOD,FOOD,PRICES",PRICES,great|great|rice|wine,"positive,positive,positive"
85,1199292:0,"pizza - the only pizza in nyc that should not have additional toppings - the crust tastes like the best, freshly baked bread!","crust,pizza","FOOD,FOOD",PRICES,best,"positive,positive"
86,1199480:0,"not sure where the previous reviewer, lonk, dined, but saul is in a great neighborhood and has great food!","neighborhood,food","AMBIENCE,FOOD",FOOD,sure|food|great|great,"positive,positive"
87,1199480:2,i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,"setting,service,NULL","AMBIENCE,SERVICE",SERVICE,service,"positive,positive,positive"
88,1205520:2,make sure you have the spicy scallop roll.. .,Spicy Scallop roll,FOOD,PRICES,sure|make,positive
89,1212346:1,"took my mom for mother's day, and the maitre d' was pretty rude.",maitre d',SERVICE,,,negative
90,1212346:4,tiny dessert was $8.00...just plain overpriced for what it is.,"dessert,dessert","FOOD,PRICES",FOOD,rice|dessert,"negative,negative"
91,1221938:0,the drinks are always welll made and wine selection is fairly priced.,"drinks,wine selection","FOOD,PRICES",PRICES,rice|always|well|wine|fairly,"positive,positive"
92,1221938:1,try their chef's specials-- they are to die for.,chef's specials,FOOD,,,positive
93,1221938:3,downstairs lounge is always a good attraction,Downstairs lounge,AMBIENCE,SERVICE,always|stair,positive
94,1225162:0,"raga's is a romantic, cozy restaurant.",Raga's,AMBIENCE,SERVICE,restaurant,positive
95,1225162:1,the exotic food is beautifully presented and is a delight in delicious combinations.,"exotic food,exotic food","FOOD,FOOD",FOOD,food|light|combination|full|delicious,"positive,positive"
96,1225162:3,the staff is incredibly helpful and attentive.,staff,SERVICE,SERVICE,staff,positive
97,1225162:4,the bar is very well stocked with interesting beers and well priced wines.,"bar,beers,wines","FOOD,FOOD,PRICES",PRICES,rice|well|well|wine,"positive,positive,positive"
98,1227999:1,"the waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress,SERVICE,SERVICE,asked|table|room|dinner|order|sitting,negative
99,1230993:1,i loved everythig about it-especially the shows and actors.,"NULL,shows,actors","AMBIENCE,AMBIENCE",,every,"positive,positive,positive"
100,1230993:2,our server was very helpful and friendly.,server,SERVICE,AMBIENCE,friendly,positive
101,1230993:4,the food was good too.,food,FOOD,FOOD,food,positive
102,1232468:0,the tuna and wasabe potatoes are excellent.,"tuna,wasabe potatoes","FOOD,FOOD",,,"positive,positive"
103,1232468:1,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,AMBIENCE,AMBIENCE,away|evening|atmosphere|sitting,positive
104,1232468:3,service was prompt and courteous.,Service,SERVICE,SERVICE,service,positive
105,1241906:0,"great service, great food.","service,food","SERVICE,FOOD",SERVICE,food|great|great|service,"positive,positive"
106,1253117:1,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","pizza,fresh mozzarella","FOOD,FOOD",FOOD,delicious,"positive,positive"
107,1253117:2,"two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection,FOOD,PRICES,would,negative
108,1253117:3,"also, because it is so thin, it gets cold very quickly and its not that filling.","NULL,NULL","FOOD,FOOD",PRICES,also,"negative,negative"
109,1256373:0,by far the best salad i have had in a fast food restaurant.,salad,FOOD,FOOD,food|restaurant|best,positive
110,1256373:1,fine dining restaurant quality.,dining,FOOD,SERVICE,restaurant,positive
111,1264954:1,"this was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.","NULL,NULL","FOOD,AMBIENCE",FOOD,quiet|relaxing|afternoon|delicious|theater,"positive,positive"
112,1264954:2,"the chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","chicken pot pie,cheeseburger,cheeseburger,service","FOOD,FOOD,FOOD,SERVICE",SERVICE,service|table,"positive,positive,positive,positive"
113,1269216:1,the staff is no nonsense.,staff,SERVICE,SERVICE,staff,positive
114,1269216:2,the food options rule.,food,FOOD,FOOD,food,positive
115,1269216:3,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,bagels,FOOD,PRICES,would|would|better|else,positive
116,1275154:4,"he served me an uni hand roll, which i never had before, and let me tell you...it was heaven!",Uni Hand roll,FOOD,SERVICE,served,positive
117,1275154:6,the sake menu should not be overlooked!,sake menu,FOOD,FOOD,sake,positive
118,1275154:8,try the lobster teriyaki and the rose special roll.,"lobster teriyaki,rose special roll","FOOD,FOOD",PRICES,rose,"positive,positive"
119,1280166:1,"service was very good - prompt, attentive and non-intrusive.",Service,SERVICE,SERVICE,service,positive
120,1280166:3,wine list selection is good and wine-by-the-glass was generously filled to the top.,"Wine list selection,wine-by-the-glass","FOOD,FOOD",FOOD,glass|wine|wine,"positive,positive"
121,1280179:2,"seating is always prompt, though the restaurant does fill up in the evening.",Seating,SERVICE,SERVICE,always|seating|evening|restaurant,positive
122,1280179:5,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.","decor,semi-private boths","AMBIENCE,AMBIENCE",AMBIENCE,great|date,"positive,positive"
123,1286916:1,"the first time i went, and was completely taken by the live jazz band and atmosphere, i ordered the lobster cobb salad.","live jazz band,atmosphere","AMBIENCE,AMBIENCE",AMBIENCE,time|order|atmosphere,"positive,positive"
124,1286916:3,it's simply the best meal in nyc.,meal,FOOD,FOOD,best|meal,positive
125,1287538:3,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,"food,balance of herbs and tomatoes","FOOD,FOOD",FOOD,food|food|delicious,"positive,positive"
126,1289424:3,the server was really cool and served us our food and drinks with a smile.,server,SERVICE,FOOD,food|served|really|smile|real,positive
127,1289424:4,the place's decor and hidden bathrooms made for a good laugh.,"decor,hidden bathrooms","AMBIENCE,AMBIENCE",AMBIENCE,place|room,"positive,positive"
128,1293334:2,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.","beers,food,pumkin tortelini","FOOD,FOOD,FOOD",FOOD,food|dish|delicious,"positive,positive,positive"
129,1297844:2,the bagel was huge.,bagel,FOOD,,,positive
130,1297844:4,the workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,FOOD,PRICES,little|also,negative
131,1300636:0,this was my frist time at cafe st. bart's and i must say how delicous the food and the service was.,"food,service","FOOD,SERVICE",SERVICE,food|service|time,"positive,positive"
132,1300636:2,i have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,"lobster roll,lobster","FOOD,FOOD",PRICES,much,"positive,positive"
133,1300636:3,"other guests enjoyed pizza, santa fe chopped salad and fish and chips.","pizza,santa fe chopped salad,fish and chips","FOOD,FOOD,FOOD",,,"positive,positive,positive"
134,1300636:4,"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.","food,ambience,service","FOOD,AMBIENCE,SERVICE",SERVICE,food|ambience|service,"positive,positive,positive"
135,1303888:0,all the staff is absolutely professional!!,staff,SERVICE,SERVICE,staff,positive
136,1303984:1,my chow fun and chow see was really bland and oily.,chow fun and chow see,FOOD,PRICES,really|real,negative
137,1308557:1,"it's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.","NULL,sushi,tuna,rolls","AMBIENCE,FOOD,FOOD,FOOD",FOOD,sushi,"negative,negative,negative,negative"
138,1310217:1,their pad penang is delicious and everything else is fantastic.,"pad penang,NULL","FOOD,FOOD",FOOD,every|delicious|else,"positive,positive"
139,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,"fresh restaurant,food",FOOD,FOOD,food|restaurant|delicious,"positive,positive"
140,1318537:1,"great for a romantic evening, or a fun evening with friends...","NULL,NULL",AMBIENCE,AMBIENCE,great|evening|evening,"positive,positive"
141,1318537:4,hats off to the chef.,chef,FOOD,,,positive
142,1328078:3,"the salads are delicious, both refreshing and very spicy.",salads,FOOD,FOOD,delicious,positive
143,1328078:4,we had pam's special fried fish and it was amazing.,Pam's special fried fish,FOOD,,,positive
144,1335154:1,"great vibe, lots of people.",vibe,AMBIENCE,AMBIENCE,great,positive
145,1335154:4,"i didn't complain, i liked the atmosphere so much.",atmosphere,AMBIENCE,AMBIENCE,much|atmosphere,positive
146,1335656:2,"ambience is so cute and quaint, good for business although we were there on vacation.","Ambience,NULL",AMBIENCE,AMBIENCE,ambience,"positive,positive"
147,1335656:3,salads were fantastic.,Salads,FOOD,,,positive
148,1335656:4,although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,FOOD,AMBIENCE,great,positive
149,1335656:5,ingredients are organic which is a real plus for me.,Ingredients,FOOD,PRICES,real,positive
150,1338124:0,"this is some really good, inexpensive sushi.","sushi,sushi","FOOD,PRICES",FOOD,really|sushi|real|expensive,"positive,positive"
151,1338124:2,the spicy tuna roll is huge and probably the best that i've had at this price range.,"spicy Tuna roll,spicy Tuna roll,spicy Tuna roll","FOOD,FOOD,PRICES",PRICES,rice|best,"positive,positive,positive"
152,1338124:3,the yellowtail was particularly good as well.,Yellowtail,FOOD,AMBIENCE,well,positive
153,1338124:4,"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","all you can eat deal,all you can eat deal","FOOD,PRICES",PRICES,food|order|fairly|reservation|limited,"negative,negative"
154,1340075:1,"they have it all -- great price, food, and service.","NULL,NULL,food,service","PRICES,FOOD,SERVICE",PRICES,food|great|rice|service,"positive,positive,positive,positive"
155,1340075:4,"and it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).","NULL,congee,noodles,rice dishes","PRICES,PRICES,PRICES,PRICES",PRICES,rice|rice|come|dish,"positive,positive,positive,positive"
156,1340075:5,the takeout is great too since they give high quality tupperware as well.,takeout,SERVICE,AMBIENCE,great|well,positive
157,1341354:1,enjoyed a very nice caesar salad while my wife had arugula and goat cheese....both very tasty.,"Caesar Salad,arugula and goat cheese","FOOD,FOOD",FOOD,tasty,"positive,positive"
158,1341354:2,we both opted for a pasta dish and they were served timely and fresh.,"NULL,pasta dish","SERVICE,FOOD",FOOD,served|dish|time,"positive,positive"
159,1341354:3,"we concluded with tiramisu chocolate cake, both were delicious.","tiramisu,chocolate cake","FOOD,FOOD",FOOD,delicious,"positive,positive"
160,1347423:1,"the staff was accomodating, the food was absolutely delicious and the place is lovely.","staff,food,place","SERVICE,FOOD,AMBIENCE",FOOD,place|food|staff|delicious,"positive,positive,positive"
161,1347423:2,we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,Manager,SERVICE,PRICES,sure|make,positive
162,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.","food,service,service,good","FOOD,SERVICE,SERVICE,FOOD",SERVICE,food|service|service|time|time,"negative,negative,negative,positive"
163,1352948:0,the place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere.,"dishes,wine,NULL,atmosphere","FOOD,FOOD,SERVICE,AMBIENCE",FOOD,place|bistro|served|dish|atmosphere|wine,"positive,positive,positive,positive"
164,1352948:2,"you are not eating haut cuisine with subtle hints of whatever but: cassuolet, steake fritte, tripe stew, etc; simple stuff.","NULL,NULL","FOOD,FOOD",PRICES,hate,"positive,positive"
165,1353599:0,right off the l in brooklyn this is a nice cozy place with good pizza.,"pizza,place","FOOD,AMBIENCE",AMBIENCE,place,"positive,positive"
166,1353599:2,my friend got the mushroom pizza which tasted better.,mushroom pizza,FOOD,FOOD,better|room,positive
167,1353599:3,the sangria was pretty tasty and good on a hot muggy day.,sangria,FOOD,FOOD,tasty,positive
168,1357554:0,i started out with a bombay beer which was big enough for two.,Bombay beer,FOOD,,,positive
169,1357554:4,it's a nice place to relax and have conversation.,place,AMBIENCE,AMBIENCE,place,positive
170,1367358:1,the food is authentic italian - delicious!,food,FOOD,FOOD,food|delicious,positive
171,1367358:2,"pizza is terrific, as is homemade pasta.","Pizza,homemade pasta","FOOD,FOOD",,,"positive,positive"
172,1367358:3,"ambience is delightful, service impeccable.","Ambience,service","AMBIENCE,SERVICE",AMBIENCE,ambience|service|light,"positive,positive"
173,1380450:0,i'm still mad that i had to pay for lousy food.,food,FOOD,FOOD,food,negative
174,1380450:1,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,"hanger steak,tuna","FOOD,FOOD",,,"negative,negative"
175,1380450:2,service was also horrible and the ambience is not that great.,"Service,ambience","SERVICE,AMBIENCE",AMBIENCE,ambience|great|service|also,"negative,negative"
176,1387314:1,this is my first time writing a review for a restaurant because the food and service was excellent.,"food,service","FOOD,SERVICE",SERVICE,food|service|restaurant|time,"positive,positive"
177,1387314:2,the filet mignon dish was superb!,filet mignon dish,FOOD,FOOD,dish,positive
178,1387314:4,it's a small cute restaurant.,restaurant,AMBIENCE,AMBIENCE,small|restaurant,positive
179,1390357:2,"i like the ambience, it's very dark and original.",ambience,AMBIENCE,AMBIENCE,ambience,positive
180,1390357:4,the sushi is amazing!!!,sushi,FOOD,FOOD,sushi,positive
181,1394712:0,very affordable and excellent ambient!,"ambient,NULL","AMBIENCE,PRICES",,,"positive,positive"
182,1394712:1,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,beef and noodle soup dishes,FOOD,FOOD,dish|order,negative
183,1394712:3,we won't go to this place again for a good meal.,meal,FOOD,FOOD,place|meal,negative
184,1394712:4,"however, i think this place is a good hang out spot.",place,AMBIENCE,AMBIENCE,place,positive
185,1395421:1,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,"Pizza,wine,service,backyard dining area","FOOD,FOOD,SERVICE,AMBIENCE",AMBIENCE,place|back|service|really|area|real|wine,"positive,positive,positive,positive"
186,1398844:0,"first of all, this place is *not* romantic, as claimed by citysearch's editorial review.",place,AMBIENCE,AMBIENCE,place,negative
187,1398844:3,slightly above average wines start at $70+ with only one selection listed at $30+.,"wines,wines","FOOD,PRICES",PRICES,light|wine,"negative,negative"
188,1398844:4,service is not what one would expect from a joint in this price category.,Service,SERVICE,PRICES,rice|would|service|expect,negative
189,1398844:6,somehow working the italian charm with constant mille grazie does not constitute proper service.,service,SERVICE,SERVICE,service,negative
190,1404042:1,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,"meals,rosemary or orange flavoring","FOOD,FOOD",FOOD,rose|meal,"negative,negative"
191,1404042:2,fish was overdone.,Fish,FOOD,,,negative
192,1404042:3,"cute place, nice wait staff but would never go there again.","wait staff,place,place","SERVICE,AMBIENCE",SERVICE,place|would|staff,"positive,positive,negative"
193,1404042:4,someone else recommended the dessert - we also left that.,dessert,FOOD,FOOD,also|else|recommended|someone|left|dessert,negative
194,1404042:5,one of us actually liked the expresso - that's it.,expresso,FOOD,PRICES,actually,positive
195,1410878:1,i've never had bad service and the fish is fresh and delicious.,"service,fish","SERVICE,FOOD",FOOD,service|delicious,"positive,positive"
196,1410878:2,their tuna tartar appetizer is to die for.,tuna tartar appetizer,FOOD,,,positive
197,1413697:0,"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.",pizza,FOOD,SERVICE,away|come,positive
198,1413697:2,the place is so cool and the service is prompt and curtious.,"service,place","SERVICE,AMBIENCE",SERVICE,place|service,"positive,positive"
199,1417496:0,a restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"food,service,atmosphere","FOOD,SERVICE,AMBIENCE",AMBIENCE,food|great|great|service|restaurant|atmosphere|pleasant,"positive,positive,positive"
200,1417496:1,no gimmicks here -- the food speaks for itself in its freshness and preparation.,food,FOOD,FOOD,food,positive
201,1417496:2,the dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,AMBIENCE,SERVICE,room|quiet,positive
202,1417496:3,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","service,staff","SERVICE,SERVICE",SERVICE,service|staff|tend|meal,"positive,positive"
203,1417496:4,"looking around, i saw a room full of new yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.","meal,restaurant","FOOD,AMBIENCE",SERVICE,restaurant|room|real|real|trying|seen|meal|full|fabulous,"positive,positive"
204,1430994:0,the view is breathtaking the service is top notch... the ambiance is wonderfull.,"view,service,ambiance","AMBIENCE,SERVICE,AMBIENCE",SERVICE,service|full,"positive,positive,positive"
