,id,review,target,label,predict,term,polarity
29,1538149:0,"I found the food, service and value exceptional everytime I have been there.","food,service,NULL","FOOD,SERVICE,PRICES",SERVICE|FOOD|SERVICE|PRICES,everytime!exceptional|food!exceptional|service!food|value!food,"positive,positive,positive"
30,1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.","place,food,service","PRICES,FOOD,SERVICE",AMBIENCE|FOOD,place!pricey|food!worth,"negative,positive,negative"
31,1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,"dishes,dishes","FOOD,PRICES",FOOD,|dishes!average,"negative,negative"
32,1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!","Pad Thai,NULL","FOOD,PRICES",PRICES,prices!cheap,"positive,positive"
33,1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!","portions,food,NULL","FOOD,FOOD,PRICES",FOOD|FOOD,food!nasty|portions!small,"positive,positive,positive"
34,1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.","sandwiches,sandwiches","FOOD,PRICES",FOOD|FOOD|FOOD|AMBIENCE,sandwiches!-|anything!-|chips!-|side!-,"negative,negative"
35,1615322:2,They have authentic Indian at amazin prices.,"Indian,Indian","FOOD,PRICES",PRICES,prices!authentic,"positive,positive"
36,1632445:4,The only fallback on this restaurant is the prices.,restaurant,PRICES,PRICES|PRICES|FOOD,|fallback!only|prices!only|restaurant!prices,negative
37,1632445:5,"Even though its good seafood, the prices are too high.","seafood,seafood","FOOD,PRICES",FOOD|PRICES,seafood!good|prices!high,"positive,negative"
38,1632445:6,The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,"lobster sandwich,lobster sandwich,lobster sandwich","FOOD,FOOD,PRICES",FOOD|FOOD|PRICES,lobster!-|sandwich!-|price!-,"positive,negative,negative"
39,1649025:2,The food is so cheap and the waiters are nice.,"food,waiters","PRICES,SERVICE",FOOD|SERVICE,food!cheap|waiters!nice,"positive,positive"
40,1655504:1,Cheese plate is a varied delight and great bargain at $10.,"Cheese plate,Cheese plate,Cheese plate","FOOD,FOOD,PRICES",FOOD|FOOD|PRICES|FOOD,plate!delight|cheese!delight|bargain!plate|delight!bargain,"positive,positive,positive"
41,1655504:4,Wine list is extensive without being over-priced.,"Wine list,Wine list","FOOD,PRICES",SERVICE|FOOD,|list!extensive|wine!extensive,"positive,positive"
42,1655521:2,"The food was very good, a great deal, and the place its self was great.","food,food,place","FOOD,PRICES,AMBIENCE",FOOD|PRICES|AMBIENCE|PRICES,food!good|deal!great|place!food|self!great,"positive,positive,positive"
43,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.","ambience,NULL,food","AMBIENCE,PRICES,FOOD",AMBIENCE|PRICES|FOOD|FOOD|SERVICE|AMBIENCE,ambience!fun|prices!great|fun!prices|food!tasty|top!fun|fact!food,"positive,positive,positive"
44,1671113:1,The food is great and reasonably priced.,"food,food","FOOD,PRICES",FOOD,food!great,"positive,positive"
45,1727363:1,This is a wonderful place on all stand points especially value ofr money.,"place,place",PRICES,AMBIENCE|FOOD,place!wonderful|points!wonderful,"positive,positive"
46,1748813:1,All of the pizzas are terrific and the price is even better!,"pizzas,pizzas","FOOD,PRICES",PRICES|FOOD,price!better|pizzas!terrific,"positive,positive"
47,404464:3,I expected quite a bit more from such an expensive menu.,"menu,menu","PRICES,FOOD",FOOD,menu!expensive,"negative,negative"
48,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,"Taiwanese food,Taiwanese food","FOOD,PRICES",FOOD,food!authentic,"positive,positive"
49,436868:2,"The sandwiches are dry, tasteless and way overpriced.","sandwiches,sandwiches","FOOD,PRICES",FOOD,|sandwiches!dry,"negative,negative"
50,454704:2,This place is not worth the prices.,"place,place",PRICES,AMBIENCE|PRICES,place!worth|prices!place,"negative,negative"
51,475298:2,Food is great and inexpensive.,"Food,Food","FOOD,PRICES",FOOD,food!great,"positive,positive"
52,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,"bottle minimun,music","PRICES,AMBIENCE",FOOD|,music!blasted|isnt!music,"negative,negative"
53,483111:1,The food is reliable and the price is moderate.,"food,NULL","FOOD,PRICES",FOOD|PRICES,food!reliable|price!moderate,"positive,neutral"
54,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.","martini,martini,martini,Vanilla Shanty,setting,music","FOOD,FOOD,PRICES,FOOD,AMBIENCE,AMBIENCE",AMBIENCE|FOOD|FOOD,shanty!recommend|vanilla!recommend|mmmm!shanty,"positive,positive,positive,positive,positive,positive"
55,493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.","location,Suan","AMBIENCE,PRICES",AMBIENCE|FOOD||AMBIENCE|PRICES,location!good|college!near|hutner!near|fact!location|prices!reasonable,"positive,positive"
56,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.","dim sum,dim sum","PRICES,FOOD",FOOD|PRICES,rest!worth|sum!worth,"negative,positive"
57,505535:0,this little place has a cute interior decor and affordable city prices.,"interior decor,place","AMBIENCE,PRICES",AMBIENCE|PRICES|AMBIENCE|AMBIENCE,decor!cute|prices!cute|place!little|city!affordable,"positive,positive"
58,507937:2,Spreads and toppings are great - though a bit pricey.,"Spreads,toppings,Spreads,toppings","FOOD,FOOD,PRICES,PRICES",PRICES|FOOD,spreads!great|toppings!great,"positive,positive,negative,negative"
59,512294:0,"Great food, great prices, great service.","food,NULL,service","FOOD,PRICES,SERVICE",FOOD|PRICES|SERVICE|SERVICE,food!great|prices!great|service!great|service!great,"positive,positive,positive"
60,512294:1,"If you are looking for a good quality, cheap eats - this is the place.","eats,eats","FOOD,PRICES",PRICES|AMBIENCE,quality!good|place!cheap,"positive,positive"
61,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,"wine list,meal","FOOD,PRICES",SERVICE|FOOD,|list!extensive|wine!extensive,"positive,positive"
62,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...","NULL,measures of liquers","PRICES,FOOD",PRICES||PRICES|PRICES,measures!quibbles|liquers!pour-your-own|quibbles!off-set|bill!off-set,"neutral,positive"
63,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.","food,decor,food","FOOD,AMBIENCE,PRICES",FOOD|PRICES|AMBIENCE,food!great|price!great|place!beat,"positive,neutral,positive"
64,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,"food,place,food","FOOD,PRICES",AMBIENCE|PRICES,place!exceeded|expectations!exceeded,"positive,positive,positive"
65,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,"food,selecion of wines,selecion of wines","FOOD,FOOD,PRICES",FOOD|FOOD||PRICES,food!great|wines!good|selecion!good|prices!selecion,"positive,positive,positive"
66,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,"Ravioli,NULL","FOOD,PRICES",FOOD|FOOD|AMBIENCE,ravioli!good|everything!overpriced|bit!everything,"positive,negative"
67,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.","Food,Food","FOOD,PRICES",FOOD|AMBIENCE,|food!average|draw!food,"neutral,negative"
68,624715:0,This place is a great bargain.,place,PRICES,AMBIENCE,place!bargain,positive
69,624715:4,"Just straight up cheap, good food.","food,food","FOOD,PRICES",FOOD,food!good,"positive,positive"
70,626269:3,bottles of wine are cheap and good.,"bottles of wine,bottles of wine","PRICES,FOOD",FOOD|FOOD,bottles!cheap|wine!cheap,"positive,positive"
71,657129:3,the drinks are amazing and half off till 8pm.,"drinks,drinks","FOOD,PRICES",FOOD|PRICES,drinks!amazing|half!drinks,"positive,positive"
72,720418:4,Great food and the prices are very reasonable.,"food,NULL","FOOD,PRICES",FOOD|PRICES,food!reasonable|prices!reasonable,"positive,positive"
73,720620:5,Simply some good tasting Chinese food at incredible prices...,"Chinese food,Chinese food","FOOD,PRICES",FOOD|FOOD|PRICES|PRICES,food!good|tasting!good|prices!incredible|prices!good,"positive,positive"
74,735448:2,"good music, great food, speedy service affordable prices.","music,food,service,NULL","AMBIENCE,FOOD,SERVICE,PRICES",FOOD|FOOD|PRICES|PRICES|SERVICE,music!good|food!good|prices!speedy|prices!good|service!speedy,"positive,positive,positive,positive"
75,740923:2,Price and quality of fish alone will keep us from making a return visit.,"fish,fish,NULL","PRICES,FOOD",PRICES|PRICES|FOOD|SERVICE|SERVICE,price!-|quality!-|fish!-|return!-|visit!-,"negative,negative,negative"
76,744478:1,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!","decor,food,food,staff,Rice Avenue,Rice Avenue,Rice Avenue","AMBIENCE,FOOD,PRICES,SERVICE,AMBIENCE,AMBIENCE,PRICES",AMBIENCE|AMBIENCE|FOOD|FOOD|SERVICE||AMBIENCE|AMBIENCE|PRICES|AMBIENCE||,decor!fabulous|manhattan!trendy|restaurant!trendy|food!trendy|staff!restaurant|manhattanite!restaurant|side!soho/village/upper|west!soho/village/upper|prices!side|avenue!restaurant|clientele!pretentious|clientele!soho/village/upper,"positive,positive,positive,positive,positive,positive,positive"
77,746254:4,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.","food,wait-staff,service,management","PRICES,SERVICE,SERVICE,SERVICE",FOOD||FOOD|SERVICE|SERVICE|FOOD|PRICES,restaurants!good|uws!good|food!overpriced|wait-staff!overpriced|service!clumsy|diner!clumsy|management!diner,"negative,negative,negative,negative"
78,751493:0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,"service,food,food","SERVICE,PRICES,FOOD",AMBIENCE|SERVICE|FOOD,side!pricey|service!new|food!side,"negative,negative,negative"
79,754495:2,The food is okay and the prices here are mediocre.,"food,NULL","FOOD,PRICES",PRICES|FOOD,prices!mediocre|food!okay,"neutral,neutral"
80,757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,"food,decor,Baluchi's","FOOD,AMBIENCE,PRICES",FOOD|AMBIENCE|PRICES|PRICES|,food!solid|decor!solid|prices!reasonable|prices!nice|baluchi!food,"positive,positive,positive"
81,758263:3,$20 for all you can eat sushi cannot be beaten.,all you can eat sushi,PRICES,FOOD,sushi!-,positive
82,BFC#4:2,It was totally overpriced- fish and chips was about $15.... ,"NULL,fish and chips","PRICES,PRICES",FOOD|FOOD,fish!-|chips!-,"negative,negative"
83,Z#3:2,"I paid just about $60 for a good meal, though :)","meal,meal","FOOD,PRICES",FOOD,meal!good,"positive,positive"
84,TM#7:0,Excellent food for great prices,"food,food","FOOD,PRICES",FOOD|PRICES,food!excellent|prices!excellent,"positive,positive"
85,RL#3:1,"im not necessarily fanatical about this place, but it was a fun time for low pirces.","place,place",PRICES,FOOD|SERVICE|AMBIENCE|FOOD|,im!fanatical|time!fanatical|place!im|fun!im|pirces!im,"positive,positive"
86,Y#5:0,overpriced japanese food with mediocre service,"japanese food,service","PRICES,SERVICE",FOOD|SERVICE,food!overpriced|service!overpriced,"negative,neutral"
87,TFS#8:0,"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",The Four Seasons,PRICES,,,negative
88,TFS#8:2,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,dinner,PRICES,FOOD|AMBIENCE|AMBIENCE,dinner!-|manhattan!-|feet!-,negative
89,P#10:3,And $11 for a plate of bland guacamole?,"guacamole,guacamole","FOOD,PRICES",FOOD|FOOD,guacamole!bland|plate!bland,"negative,negative"
90,TM#3:3,"The food was good, the place was clean and affordable.","food,place,place","FOOD,AMBIENCE,PRICES",FOOD|AMBIENCE,food!good|place!clean,"positive,positive,positive"
91,TR#8:4,We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,Voss bottles of water,PRICES,FOOD|SERVICE||FOOD|FOOD|AMBIENCE,water!-|table!-|voss!-|bottles!-|water!-|piece!-,negative
92,P#9:9,"Overall, decent food at a good price, with friendly people.","food,food,people","FOOD,PRICES,SERVICE",FOOD|PRICES|FOOD|FOOD,food!decent|price!decent|people!friendly|people!decent,"neutral,positive,positive"
93,TR#2:2,The high prices you're going to pay is for the view not for the food.,"view,food,NULL","AMBIENCE,FOOD,PRICES",PRICES|AMBIENCE,|prices!high|view!prices,"neutral,negative,negative"
94,TFS#10:8,Not what I would expect for the price and prestige of this location.,"NULL,location,location","SERVICE,PRICES",PRICES|PRICES|AMBIENCE,price!-|prestige!-|location!-,"negative,neutral,neutral"
95,Z#9:6,So what you really end up paying for is the restaurant not the food.,"restaurant,restaurant,food","PRICES,AMBIENCE,FOOD",FOOD|FOOD,restaurant!-|food!-,"negative,neutral,negative"
96,NP#3:6,Prices are fair across the board for both food and bev.,"food,bev","PRICES,PRICES",PRICES|SERVICE,prices!fair|board!prices,"positive,positive"
97,BzG#2:0,"Great place, great value.","place,place",PRICES,AMBIENCE|PRICES,place!great|value!great,"positive,positive"
98,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","food,food,food","FOOD,FOOD,PRICES",FOOD,|food!flavorful,"positive,positive,positive"
99,TM#5:3,Helpful service and average price per dish $10.,"service,dish","SERVICE,PRICES",SERVICE|PRICES|FOOD,service!helpful|price!helpful|dish!helpful,"positive,positive"
100,TVU#6:3,The martinis are amazing and very fairly priced.,"martinis,martinis","FOOD,PRICES",FOOD,martinis!amazing,"positive,positive"
101,TFS#5:2,But $500 for a dinner for two that didn't include Wine?,dinner for two,PRICES,FOOD|FOOD,dinner!-|wine!-,negative
102,TFS#5:7,What you are paying for is the environment and the name.,"environment,NULL,NULL","AMBIENCE,PRICES",AMBIENCE|AMBIENCE,environment!-|name!-,"neutral,neutral,negative"
103,TFS#5:8,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.","place,place","AMBIENCE,PRICES",AMBIENCE,place!classy,"positive,negative"
104,TFS#5:21,"I read reviews that called the restaurant too expensive and I thought to myself, but may be it is worth it.","restaurant,restaurant",PRICES,FOOD,restaurant!expensive,"negative,negative"
105,TFS#5:23,"The Four Seasons has history and it is a sort of landmark of New York City restaurants, but trust me, they will charge you through the nose just so that you can say ""I've been to the four seasons restaurant"".","The Four Seasons,The Four Seasons",PRICES,FOOD|AMBIENCE|AMBIENCE,|restaurants!new|landmark!new|city!new,"neutral,negative"
106,TFS#5:30,"Service was just ok, it is not what you'd expect for $500.","Service,NULL","SERVICE,PRICES",SERVICE,|service!ok,"negative,negative"
107,CLF#3:4,I literally just got back home after visiting Casa La Femme and was so offended by my visit felt it necessary to try and warn other diners who value their money and time.,"Casa La Femme,Casa La Femme",PRICES,AMBIENCE|AMBIENCE|FOOD|FOOD|SERVICE|FOOD|PRICES|SERVICE,home!-|casa!-|la!-|femme!-|visit!-|diners!-|money!-|time!-,"negative,negative"
108,CLF#3:13,"However, our $14 drinks were were horrible!","drinks,drinks","FOOD,PRICES",FOOD,drinks!horrible,"negative,negative"
109,CLF#3:23,I would not expect this for a $55 dinner.,"dinner,dinner","FOOD,PRICES",FOOD,dinner!-,"negative,negative"
110,CLF#3:28,"By the time we left our wallets were empy and so were our stomachs AND we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!","food,NULL,NULL","FOOD,PRICES",AMBIENCE|FOOD|PRICES|SERVICE|FOOD|FOOD,show!missed|food!enjoy|wallets!empy|experience!good|dancers!food|belly!food,"negative,negative,negative"
111,CLF#3:29,If it seemed possible to do so while there I would have fought my bill since my dinner portion of my meal was inedible!,"meal,NULL","FOOD,PRICES",PRICES|AMBIENCE,|bill!inedible|portion!bill,"negative,negative"
112,CLF#3:30,"I have never left a restaurant feeling as if i was abused, and wasted my hard earned money.","restaurant,restaurant",PRICES,PRICES,money!wasted,"negative,negative"
113,BFC#9:21,"All in all the food was good - a little on the expensive side, but fresh. ","food,food","FOOD,PRICES",AMBIENCE|FOOD,side!expensive|food!good,"positive,negative"
114,BG#5:4,"I have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which I would expect at a upscale Indian restaurant but this place doesn't have an upscale feel.","place,place,chicken tikka masala,feel","PRICES,PRICES,AMBIENCE",FOOD|AMBIENCE|PRICES|AMBIENCE,restaurant!upscale|feel!upscale|price!feel|place!feel,"positive,negative,negative,negative"
115,BG#5:7,"But if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for Indian food","Indian food,place","FOOD,PRICES",AMBIENCE|FOOD,something!complimentary|food!indian,"positive,negative"
116,BG#8:3,The lunch buffet is expensive but is deff worth it.,"lunch buffet,lunch buffet","PRICES,FOOD",FOOD|FOOD,buffet!expensive|lunch!expensive,"negative,positive"
117,DBG#7:5,Too bad I had paid an extra $2 for the stone bowl.,stone bowl,PRICES,AMBIENCE|FOOD,stone!-|bowl!-,negative
118,Z#6:5,"My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!","BBE $29 fixe prix menu,BBE $29 fixe prix menu","PRICES,FOOD",PRICES|PRICES|SERVICE,deal!wonderful|bbe!wonderful|party!bbe,"positive,positive"
119,Z#6:13,"Maybe it was the great company (I had friends visiting from Philly – yes, it was not a date this time) or the super reasonable price point, but I just can’t say enough good things about this brasserie.","brasserie,brasserie",PRICES,PRICES|PRICES|PRICES|PRICES|FOOD|AMBIENCE,company!great|date!super|point!super|price!super|things!date|brasserie!good,"positive,positive"
120,CLF#6:5,"They are extremely rude, not even apologizing for the horrible service we got and handing us a bill well over $500 for some drinks adn their pita bread!","service,drinks,pita bread,NULL","SERVICE,PRICES,PRICES,SERVICE",SERVICE,service!horrible,"negative,negative,negative,negative"
121,DBG#6:7,"The meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.","meat,sauces,service,meal,kimchi,salad","FOOD,FOOD,SERVICE,FOOD,PRICES,PRICES",FOOD|FOOD|FOOD|FOOD|FOOD|SERVICE,meat!fresh|kimchi!good|sauces!great|salad!kimchi|meal!salad|service!meal,"positive,positive,positive,positive,positive,positive"
122,TR#5:6,"Price is high but the food is good, so I would come back again.","food,food,NULL","FOOD,PRICES",FOOD|PRICES,food!good|price!high,"positive,negative,positive"
123,FF#3:9,"I took one bite from the $24 salmon, and I have never, in the 17 years I have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in Flatbush Farms.","salmon,salmon","FOOD,PRICES",FOOD|FOOD|SERVICE|FOOD|FOOD||FOOD,bite!-|salmon!-|years!-|restaurants!-|salmon!-|flatbush!-|farms!-,"negative,negative"
124,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,"decor,eggplant,eggplant,NULL","AMBIENCE,FOOD,PRICES,SERVICE",FOOD,eggplant!cold,"neutral,negative,negative,negative"
125,BHD#4:5,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,menu,PRICES,,pricing!complaint,negative
126,BFC#7:11,"Considering you will spend at least $60 a head, I expect better service. ","service,NULL","SERVICE,PRICES",SERVICE,service!better,"negative,negative"
127,BHD#8:1,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.","Bark,hot dog","PRICES,FOOD",FOOD|FOOD|AMBIENCE|FOOD,joint!hot|dog!hot|glance!first|bark!dog,"negative,positive"
128,CLF#8:9,Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,"restaurant,NULL","PRICES,SERVICE",FOOD|FOOD|SERVICE,restaurant!disrespectful|nyc!disrespectful|clients!restaurant,"negative,negative"
129,WE#1:3,"The bread was stale, the salad was overpriced and empty.","bread,salad,salad","FOOD,PRICES,FOOD",FOOD,bread!stale,"negative,negative,negative"
130,1004293:1,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,SERVICE,AMBIENCE,|place!empty,negative
131,1004293:3,The food was lousy - too sweet or too salty and the portions tiny.,"food,portions","FOOD,FOOD",FOOD|FOOD,food!lousy|portions!tiny,"negative,negative"
132,1014458:0,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,FOOD,FOOD|AMBIENCE,food!consistently|times!many,positive
133,1014458:2,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,"foie gras terrine with figs,duck confit","FOOD,FOOD",FOOD|FOOD,confit!amazing|duck!amazing,"positive,positive"
134,1016296:1,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,SERVICE,FOOD|SERVICE|FOOD|FOOD|FOOD|FOOD,cart!-|attendant!-|lotus!-|leaf!-|rice!-|rice!-,negative
135,1016296:4,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,"Chow fun,pork shu mai,NULL","FOOD,FOOD",FOOD|FOOD|FOOD|FOOD|FOOD|FOOD,mai!greasy|pork!greasy|fun!dry|chow!dry|family!loud|shu!greasy,"negative,negative,negative"
136,1032695:1,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","NULL,service,decor","FOOD,SERVICE,AMBIENCE",SERVICE|FOOD,service!excellent|perfection!service,"positive,positive,positive"
137,1032695:2,I had the duck breast special on my last visit and it was incredible.,duck breast special,FOOD,SERVICE,|visit!special,positive
138,1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.","food,Thai fusion stuff,NULL","FOOD,FOOD,FOOD",AMBIENCE|AMBIENCE|FOOD|AMBIENCE|AMBIENCE,bit!sweet|stuff!sweet|food!average|fusion!thai|thing!bit,"negative,negative,negative"
139,1041457:3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,FOOD,AMBIENCE|FOOD|FOOD,|thing!only|chicken!only|puree!chicken,positive
