,id,review,opinion,label,preprocessed
96,TR#2:7,"oh speaking of bathroom , the mens bathroom was disgusting.",|||,negative,"['oh', 'speaking', 'bathroom', 'men', 'bathroom', 'disgusting']"
97,Z#9:0,"short and sweet – seating is great:it's romantic,cozy and private.",,positive,"['short', 'sweet', '', 'seating', 'greatits', 'romanticcozy', 'private']"
98,Z#9:1,the boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,perfect,positive,"['boths', 'small', 'review', 'make', 'look', 'theyre', 'perfect', '', 'people']"
99,CLF#5:5,we were drawn into the belly dancing show that captivated the crowd.,,positive,"['drawn', 'belly', 'dancing', 'show', 'captivated', 'crowd']"
100,BzG#2:2,the atmosphere is relaxed and casual.,casual,positive,"['atmosphere', 'relaxed', 'casual']"
101,Z#5:1,mazing interior.,,negative,"['mazing', 'interior']"
102,Z#5:4,"the atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",nice|nice|crazy,negative,"['atmosphere', 'pretty', 'nice', 'bit', 'lacking', 'try', 'make', 'crazy', 'scheme', 'mirror']"
103,TFS#5:8,"yes, the place is classy and beautiful, but they most certainly target the uber whealthy not the common joe that wants to go all out every once in a while.",classy,positive,"['yes', 'place', 'classy', 'beautiful', 'certainly', 'target', 'uber', 'whealthy', 'common', 'joe', 'want', 'go', 'every']"
104,CLF#3:11,the place is beautiful!,beautiful,positive,"['place', 'beautiful']"
105,BG#5:4,"i have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which i would expect at a upscale indian restaurant but this place doesn't have an upscale feel.",upscale,negative,"['', 'instead', '', 'price', 'chicken', 'tikka', 'masala', 'bread', 'rice', '', 'would', 'expect', 'upscale', 'indian', 'restaurant', 'place', 'upscale', 'feel']"
106,CLF#7:0,gorgeous place ideal for a romantic dinner,gorgeous,positive,"['gorgeous', 'place', 'ideal', 'romantic', 'dinner']"
