,id,review,opinion,label,predict
59,1225162:1,the exotic food is beautifully presented and is a delight in delicious combinations.,beautifully,positive,positive
60,1225162:4,the bar is very well stocked with interesting beers and well priced wines.,well,positive,positive
61,1230993:4,the food was good too.,good,positive,positive
62,1232468:0,the tuna and wasabe potatoes are excellent.,excellent,positive,positive
63,1241906:0,"great service, great food.",great,positive,positive
64,1253117:1,"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheap,positive,negative
65,1253117:2,"two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",nice,negative,positive
66,1256373:0,by far the best salad i have had in a fast food restaurant.,fast,positive,positive
67,1256373:1,fine dining restaurant quality.,fine,positive,positive
68,1269216:2,the food options rule.,,positive,negative
69,1269216:3,when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,freeze,positive,negative
70,1275154:4,"he served me an uni hand roll, which i never had before, and let me tell you...it was heaven!",heaven,positive,positive
71,1275154:6,the sake menu should not be overlooked!,overlooked,positive,negative
72,1275154:8,try the lobster teriyaki and the rose special roll.,special,positive,positive
73,1280166:3,wine list selection is good and wine-by-the-glass was generously filled to the top.,good,positive,positive
74,1286916:3,it's simply the best meal in nyc.,best,positive,positive
75,1287538:3,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,rough,positive,negative
76,1293334:2,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if i must recommend a dish it must be the pumkin tortelini.",delicious,positive,positive
77,1297844:2,the bagel was huge.,huge,positive,negative
78,1297844:4,the workers there also absolutely load the bagel with cream cheese (gets a little messy).,messy,negative,negative
79,1300636:0,this was my frist time at cafe st. bart's and i must say how delicous the food and the service was.,delicous,positive,negative
80,1300636:2,i have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,recommend,positive,positive
81,1300636:3,"other guests enjoyed pizza, santa fe chopped salad and fish and chips.",enjoyed,positive,positive
82,1300636:4,"i highly recommend cafe st. bart's for their food, the ambience and wonderful service.",wonderful,positive,positive
83,1303984:1,my chow fun and chow see was really bland and oily.,bland,negative,negative
84,1308557:1,"it's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",pretty,negative,positive
85,1310217:1,their pad penang is delicious and everything else is fantastic.,delicious,positive,positive
86,1318537:0,fresh restaurant was amazing........ food was delicious and of course fresh.,amazing,positive,positive
87,1318537:4,hats off to the chef.,,positive,negative
88,1328078:3,"the salads are delicious, both refreshing and very spicy.",delicious,positive,positive
89,1328078:4,we had pam's special fried fish and it was amazing.,fried,positive,negative
90,1335656:3,salads were fantastic.,fantastic,positive,positive
91,1335656:4,although we were looking for regular lettuce and some walnuts the salads we got were great.,great,positive,positive
92,1335656:5,ingredients are organic which is a real plus for me.,organic,positive,positive
93,1338124:0,"this is some really good, inexpensive sushi.",good,positive,positive
94,1338124:3,the yellowtail was particularly good as well.,good,positive,positive
95,1338124:4,"i have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",limited,negative,negative
96,1340075:1,"they have it all -- great price, food, and service.",great,positive,positive
97,1341354:1,enjoyed a very nice caesar salad while my wife had arugula and goat cheese....both very tasty.,nice,positive,positive
98,1341354:2,we both opted for a pasta dish and they were served timely and fresh.,timely,positive,positive
99,1341354:3,"we concluded with tiramisu chocolate cake, both were delicious.",delicious,positive,positive
100,1347423:1,"the staff was accomodating, the food was absolutely delicious and the place is lovely.",delicious,positive,positive
101,1352948:0,the place is a bistro which means: simple dishes and wine served efficiently in a bustling atmosphere.,efficiently,positive,positive
102,1353599:0,right off the l in brooklyn this is a nice cozy place with good pizza.,good,positive,positive
103,1353599:2,my friend got the mushroom pizza which tasted better.,better,positive,positive
104,1353599:3,the sangria was pretty tasty and good on a hot muggy day.,good,positive,positive
105,1357554:0,i started out with a bombay beer which was big enough for two.,enough,positive,positive
106,1367358:1,the food is authentic italian - delicious!,authentic,positive,positive
107,1367358:2,"pizza is terrific, as is homemade pasta.",terrific,positive,positive
108,1380450:0,i'm still mad that i had to pay for lousy food.,lousy,negative,negative
109,1380450:1,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,like,negative,positive
110,1387314:1,this is my first time writing a review for a restaurant because the food and service was excellent.,excellent,positive,positive
111,1387314:2,the filet mignon dish was superb!,superb,positive,positive
112,1390357:4,the sushi is amazing!!!,amazing,positive,positive
113,1394712:1,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,thai,negative,negative
114,1394712:3,we won't go to this place again for a good meal.,good,negative,positive
115,1395421:1,the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,excellent,positive,positive
116,1398844:3,slightly above average wines start at $70+ with only one selection listed at $30+.,average,negative,negative
117,1398844:7,"to be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of teodora.",redeeming,positive,positive
118,1404042:1,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,weird,negative,negative
119,1404042:2,fish was overdone.,overdone,negative,negative
120,1404042:4,someone else recommended the dessert - we also left that.,recommended,negative,positive
121,1410878:2,their tuna tartar appetizer is to die for.,die,positive,negative
122,1439875:3,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,good,positive,positive
123,1490757:2,the prices were cheap compared to the quality of service and food.,cheap,positive,negative
124,1506491:0,"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",mortal,positive,negative
125,1538149:0,"i found the food, service and value exceptional everytime i have been there.",exceptional,positive,positive
126,1561259:4,"this place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",worth,positive,positive
127,1572027:3,i ate here a week ago and found most dishes average at best and too expensive.,best,negative,positive
128,1609375:4,"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",nasty,positive,negative
129,1611489:1,"also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",like,negative,positive
130,1632445:5,"even though its good seafood, the prices are too high.",good,positive,positive
131,1655504:1,cheese plate is a varied delight and great bargain at $10.,great,positive,positive
132,1655504:4,wine list is extensive without being over-priced.,extensive,positive,negative
133,1655521:2,"the food was very good, a great deal, and the place its self was great.",great,positive,positive
134,1661757:2,"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",top,positive,positive
135,1671113:1,the food is great and reasonably priced.,great,positive,positive
136,404464:3,i expected quite a bit more from such an expensive menu.,expensive,negative,negative
137,426930:0,authentic taiwanese food that's cheap... what more could you ask for?,cheap,positive,negative
138,475298:2,food is great and inexpensive.,great,positive,positive
139,512294:0,"great food, great prices, great service.",great,positive,positive
140,512294:1,"if you are looking for a good quality, cheap eats - this is the place.",good,positive,positive
141,527109:3,the wine list is extensive and can easily hike up an otherwise reasonably priced meal.,reasonably,positive,positive
142,565344:1,this little place definitely exceeded my expectations and you sure get a lot of food for your money.,exceeded,positive,positive
143,584025:2,the food is great and they have a good selecion of wines at reasonable prices.,good,positive,positive
144,620892:3,ravioli was good...but i have to say that i found everything a bit overpriced.,overpriced,positive,negative
145,624715:4,"just straight up cheap, good food.",good,positive,positive
146,626269:3,bottles of wine are cheap and good.,cheap,positive,negative
147,657129:3,the drinks are amazing and half off till 8pm.,amazing,positive,positive
148,720418:4,great food and the prices are very reasonable.,great,positive,positive
149,720620:5,simply some good tasting chinese food at incredible prices...,good,positive,positive
150,735448:2,"good music, great food, speedy service affordable prices.",speedy,positive,positive
151,744478:1,"fabulous decor - makes you feel like you're in a trendy manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a manhattanite, or spend most of your time in manhattan, rice avenue will make you feel at home.....very soho/village/upper west side minus the expensive prices and pretentious clientele.....all on roosevelt avenue!",friendly,positive,positive
152,751493:0,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side.,pricey,negative,negative
153,757762:0,baluchi's has solid food and a nice decor at reasonable prices.,nice,positive,positive
154,Z#3:2,"i paid just about $60 for a good meal, though :)",good,positive,positive
155,TM#7:0,excellent food for great prices,excellent,positive,positive
156,P#10:3,and $11 for a plate of bland guacamole?,bland,negative,negative
157,TM#3:3,"the food was good, the place was clean and affordable.",good,positive,positive
158,BzG#2:1,"the food is flavorful, plentiful and reasonably priced.",plentiful,positive,positive
159,CLF#3:13,"however, our $14 drinks were were horrible!",horrible,negative,negative
160,CLF#3:23,i would not expect this for a $55 dinner.,expect,negative,negative
161,CLF#3:28,"by the time we left our wallets were empy and so were our stomachs and we missed the show we were supposed to see following our dinner, which would have been acceptable if we got to enjoy the experience of good food and belly dancers!",good,negative,positive
162,CLF#3:29,if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible!,inedible,negative,negative
163,BFC#9:21,"all in all the food was good - a little on the expensive side, but fresh.",good,positive,positive
164,BG#5:7,"but if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for indian food",complimentary,positive,positive
165,BG#8:3,the lunch buffet is expensive but is deff worth it.,expensive,positive,negative
166,Z#6:5,"my party had the bbe $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!",wonderful,positive,positive
167,DBG#6:7,"the meat is fresh, the sauces are great, you get kimchi and a salad free with your meal and service is good too.",free,positive,positive
168,TR#5:6,"price is high but the food is good, so i would come back again.",good,positive,positive
169,FF#3:9,"i took one bite from the $24 salmon, and i have never, in the 17 years i have been going to restaurants tasted salmon as fishy, as dry, and as bland as the one in flatbush farms.",bland,negative,negative
170,WE#1:3,"the bread was stale, the salad was overpriced and empty.",overpriced,negative,negative
