,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence,preprocessed_sentence_lemma,aspect_prediction,opinion_term_prediction,entity_prediction,opinion_prediction
24,24,24,60,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful', 'plentiful'], ['reasonably']]","['FOOD', 'VALUE']","['negative', 'positive']"
25,25,25,63,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful', 'plentiful'], ['reasonably']]","['FOOD', 'VALUE']","['negative', 'positive']"
26,26,26,66,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful', 'plentiful'], ['reasonably']]","['FOOD', 'VALUE']","['negative', 'positive']"
27,27,27,69,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful', 'plentiful'], ['reasonably']]","['FOOD', 'VALUE']","['negative', 'positive']"
28,28,28,72,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful', 'plentiful'], ['reasonably']]","['FOOD', 'VALUE']","['negative', 'positive']"
29,29,29,75,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful', 'plentiful'], ['reasonably']]","['FOOD', 'VALUE']","['negative', 'positive']"
30,30,30,78,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful', 'plentiful'], ['reasonably']]","['FOOD', 'VALUE']","['negative', 'positive']"
31,31,31,81,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful', 'plentiful'], ['reasonably']]","['FOOD', 'VALUE']","['negative', 'positive']"
32,32,32,84,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
33,33,33,87,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
34,34,34,90,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
35,35,35,93,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
36,36,36,96,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
37,37,37,99,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
38,38,38,102,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
39,39,39,105,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
40,40,40,108,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
41,41,41,111,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
42,42,42,114,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably price.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence,food flavorful plentiful reasonably price,"[['price'], ['food']]","[['reasonably'], ['flavorful', 'plentiful']]","['VALUE', 'FOOD']","['positive', 'negative']"
43,43,43,116,TVU#6,TVU#6:3,The martinis are amazing but the prices are expensive.,"FOOD#QUALITY,VALUE#PRICES","positive,negative","FOOD,VALUE",the martinis are amazing but the prices are expensive .,compound_sentence,martini amazing price expensive,"[['martini'], ['price']]","[['amazing'], ['expensive']]","['FOOD', 'VALUE']","['positive', 'positive']"
44,44,44,120,,,Prices are not affordable and the quality of food is bad,"VALUE#PRICES,FOOD#GENERAL","negative,negative","VALUE,FOOD",prices are not affordable and the quality of food is bad,compound_sentence,price affordable quality food bad,"[['price'], ['quality', 'food']]","[['affordable'], ['bad']]","['VALUE', 'FOOD']","['positive', 'positive']"
45,45,45,121,,,"Cozy place, great service and an amazing pizza","AMBIENCE#GENERAL,SERVICE#GENERAL,FOOD#GENERAL","positive,positive,positive","AMBIENCE,SERVICE,FOOD","cozy place , great service and an amazing pizza",phrase,cozy place great service amazing pizza,"[['place'], ['service'], ['pizza']]","[['cozy'], ['great'], ['amazing']]","['AMBIENCE', 'SERVICE', 'FOOD']","['positive', 'negative', 'positive']"
47,47,47,138,1004293,1004293:3,The food was lousy - too sweet or too salty and the portions tiny.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS","negative,negative","FOOD,FOOD",the food was lousy - too sweet or too salty and the portions tiny .,simple_sentence,food lousy sweet salty portion tiny,"[['portion', 'food', 'salty']]","[['lousy', 'sweet']]",['FOOD'],['negative']
48,48,48,139,1014458,1014458:0,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",FOOD#QUALITY,positive,FOOD,"i have eaten at saul , many times , the food is always consistently , outrageously good .",compound_sentence,eat saul many time food always consistently outrageously good,"[['saul', 'time', 'food']]","[['consistently', 'outrageously', 'good']]",['FOOD'],['positive']
49,49,49,140,1014458,1014458:2,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",the duck confit is always amazing and the foie gras terrine with figs was out of this world .,compound_complex_sentence,duck confit always amazing foie gras terrine fig world,"[['duck', 'confit']]",[['amazing']],['FOOD'],['positive']
50,50,50,141,1016296,1016296:4,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",chow fun was dry pork shu mai was more than usually greasy and had to share a table with loud and rude family .,compound_complex_sentence,chow fun dry pork shu mai usually greasy share table loud rude family,"[['chow'], ['pork', 'shu', 'mai'], ['table'], ['family']]","[['fun', 'dry'], ['greasy'], ['loud'], ['rude']]","['FOOD', 'FOOD', 'VALUE', 'AMBIENCE']","['positive', 'positive', 'positive', 'positive']"
51,51,51,144,1032695,1032695:2,I had the duck breast special on my last visit and it was not incredible.,FOOD#QUALITY,positive,FOOD,i had the duck breast special on my last visit and it was not incredible .,compound_sentence,duck breast special last visit incredible,"[['duck', 'breast', 'visit']]",[['incredible']],['FOOD'],['negative']
52,52,52,145,1041457,1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.","FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD","the food is very average ... the thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .",compound_complex_sentence,food average thai fusion stuff bit sweet every thing serve sweet,"[['food'], ['fusion', 'stuff']]","[['average'], ['sweet']]","['FOOD', 'AMBIENCE']","['positive', 'positive']"
53,53,53,146,1041457,1041457:3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,FOOD#QUALITY,positive,FOOD,the only thing i moderately enjoyed was their grilled chicken special with edamame puree .,complex_sentence,thing moderately enjoy grilled chicken special edamame puree,"[['chicken', 'special', 'ir']]",[['enjoy']],['FOOD'],['positive']
54,54,54,147,1041457,1041457:4,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive","FOOD,FOOD",i had never had edamame pureed before but i thought it was innovative and tasty ( could have used a bit more salt ) .,complex_sentence,never edamame pureed think innovative tasty could use bit salt,"[['salt'], ['edamame', 'pureed']]","[['tasty'], ['innovative']]","['VALUE', 'FOOD']","['positive', 'positive']"
55,55,55,149,1053543,1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!","FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD","the spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share",compound_sentence,spicy tuna roll unusually good rock shrimp tempura awesome great appetizer share,"[['spicy', 'tuna', 'roll'], ['rock', 'shrimp', 'tempura'], ['appetizer', 'share']]","[['unusually', 'good'], ['awesome'], ['great']]","['FOOD', 'FOOD', 'FOOD']","['positive', 'positive', 'negative']"
56,56,56,151,1055910,1055910:2,Food is bad.,FOOD#QUALITY,negative,FOOD,food is bad .,simple_sentence,food bad,[['food']],[['bad']],['FOOD'],['positive']
57,57,57,156,1062641,1062641:2,Food is disgusting.,FOOD#QUALITY,negative,FOOD,food is disgusting .,simple_sentence,food disgust,[['food']],[['disgust']],['FOOD'],['negative']
58,58,58,158,1064477,1064477:0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",FOOD#QUALITY,positive,FOOD,"i tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .",phrase,tend judge sushi restaurant sea urchin heavenly sushi rise,[['sushi']],[['heavenly']],['FOOD'],['positive']
59,59,59,159,1064477,1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive","FOOD,FOOD",the sushi seemed pretty fresh and was adequately proportioned .,simple_sentence,sushi seem pretty fresh adequately proportion,[['sushi']],"[['pretty', 'fresh']]",['FOOD'],['positive']
60,60,60,160,1064477,1064477:3,The rice to fish ration was also good and they didn't try to overpack the rice.,FOOD#STYLE_OPTIONS,positive,FOOD,the rice to fish ration was also good and they did not try to overpack the rice .,compound_sentence,rice fish ration also good didnot try overpack rice,"[['rice', 'fish', 'ration']]",[['good']],['FOOD'],['positive']
61,61,61,162,1074868,1074868:4,The food was well prepared and the service was impecable.,"FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE",the food was well prepared and the service was impecable .,compound_sentence,food well prepared service impecable,"[['food'], ['service']]","[['well'], ['impecable']]","['FOOD', 'SERVICE']","['positive', 'positive']"
62,62,62,163,1084394,1084394:3,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,"FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#PRICES","positive,positive,positive","FOOD,FOOD,FOOD",the prix fixe menu is worth every penny and you get more than enough ( both in quantity and quality ) .,compound_sentence,prix fixe menu worth every penny get enough quantity quality,"[['prix', 'fixe', 'menu'], ['quantity', 'quality']]","[['worth'], ['enough']]","['FOOD', 'VALUE']","['positive', 'negative']"
63,63,63,164,1086415,1086415:2,"$6 and there is much tasty food, all of it fresh and continually refilled.","FOOD#STYLE_OPTIONS,FOOD#QUALITY,FOOD#PRICES","positive,positive,positive","FOOD,FOOD,FOOD","NUM and there is much tasty food , all of it fresh and continually refilled .",simple_sentence,much tasty food fresh continually refill,"[['food'], ['continuy']]","[['tasty'], ['fresh']]","['FOOD', 'FOOD']","['positive', 'positive']"
64,64,64,165,1086415,1086415:3,"I am not a vegetarian but, almost all the dishes were bad.",FOOD#QUALITY,negative,FOOD,"i am not a vegetarian but , almost all the dishes were bad .",compound_sentence,vegetarian almost dish bad,"[['vegetarian', 'dish']]",[['bad']],['FOOD'],['positive']
65,65,65,166,1086478,1086478:0,The food here is not good.,FOOD#QUALITY,negative,FOOD,the food here is not good.,complex_sentence,food good,[['food']],[['good']],['FOOD'],['positive']
66,66,66,167,1086478,1086478:1,"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY","positive,positive,positive,negative,negative","FOOD,FOOD,FOOD,FOOD,FOOD","i like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",simple_sentence,like somosas chai chole dhosas dhal kinda dissapointing,[['somosas']],[['like']],['FOOD'],['positive']
67,67,67,169,1086478,1086478:4,"Also, specify if you like your food spicy- its rather bland if you don't.",FOOD#QUALITY,negative,FOOD,"also , specify if you like your food spicy- its rather bland if you do not .",phrase,also specify like food spicy rather bland donot,"[['food', 'spicy']]",[['like']],['FOOD'],['positive']
68,68,68,173,1090587,1090587:3,The lava cake dessert was terrible.,FOOD#QUALITY,negative,FOOD,the lava cake dessert was terrible.,compound_sentence,lava cake dessert terrible,"[['lava', 'cake', 'dessert']]",[['terrible']],['FOOD'],['positive']
69,69,69,176,1102681,1102681:2,"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.","FOOD#QUALITY,FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#QUALITY","positive,negative,positive,negative","FOOD,FOOD,FOOD,FOOD","the food was average to above-average the french onion soup filling yet not overly impressive , and the desserts not brilliant in any way .",compound_sentence,food average average french onion soup fill yet overly impressive dessert brilliant way,"[['food'], ['onion', 'soup'], ['dessert', 'way']]","[['average'], ['impressive'], ['brilliant']]","['FOOD', 'FOOD', 'FOOD']","['positive', 'positive', 'positive']"
70,70,70,177,1118167,1118167:2,The pizza was delivered cold and the cheese wasn't even fully melted!,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",the pizza was delivered cold and the cheese was not even fully melted,complex_sentence,pizza deliver cold cheese wasnot even fully melt,"[['pizza', 'pizza', 'cheese']]",[['cold']],['FOOD'],['positive']
71,71,71,178,1119578,1119578:1,The pizza is overpriced and soggy.,"FOOD#QUALITY,FOOD#PRICES","negative,negative","FOOD,FOOD",the pizza is overpriced and soggy .,simple_sentence,pizza overprice soggy,"[['pizza', 'soggy']]",[['overprice']],['FOOD'],['positive']
72,72,72,179,1119578,1119578:2,"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY","positive,negative,negative","FOOD,FOOD,FOOD","yes , they use fancy ingredients , but even fancy ingredients do not make for good pizza unless someone knows how to get the crust right .",compound_complex_sentence,yes use fancy ingredient even fancy ingredient donot make good pizza unless someone know get crust right,"[['ingredient'], ['crust'], ['ingredient']]","[['fancy', 'good'], ['right'], ['fancy']]","['FOOD', 'FOOD', 'FOOD']","['positive', 'positive', 'positive']"
73,73,73,180,1123262,1123262:0,I think I've had some the worst meals of my life at minnow.,FOOD#QUALITY,negative,FOOD,i think i have had some the worst meals of my life at minnow .,phrase,think bad meal life minnow,"[['meal', 'life', 'minnow']]",[['bad']],['FOOD'],['positive']
74,74,74,181,1123262,1123262:1,"The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS","positive,positive,positive","FOOD,FOOD,FOOD","the seafood is amazing , there is a good wine list , and the ever-changing menu always offers some great surprises .",compound_sentence,seafood amazing good wine list ever change menu always offer great surprise,"[['seafood'], ['wine', 'list'], ['menu', 'surprise']]","[['amazing'], ['good'], ['great']]","['FOOD', 'FOOD', 'FOOD']","['positive', 'positive', 'negative']"
75,75,75,182,1123262,1123262:2,The combination of super-fresh ingredients in the dishes are unusual but really delicious.,FOOD#QUALITY,positive,FOOD,the combination of super-fresh ingredients in the dishes are unusual but really delicious .,simple_sentence,combination super fresh ingredient dish unusual really delicious,"[['combination', 'ingredient', 'dish']]","[['unusual', 'delicious']]",['FOOD'],['negative']
76,76,76,183,1125006,1125006:1,Best Pastrami I ever had and great portion without being ridiculous.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive","FOOD,FOOD",best pastrami i ever had and great portion without being ridiculous .,phrase,best pastrami ever great portion without ridiculous,"[['pastrami'], ['portion']]","[['best'], ['great', 'ridiculous']]","['FOOD', 'VALUE']","['positive', 'positive']"
77,77,77,184,1125006,1125006:3,My wife had the fried shrimp which are huge and loved it.,"FOOD#STYLE_OPTIONS,FOOD#QUALITY","positive,positive","FOOD,FOOD",my wife had the fried shrimp which are huge and loved it .,compound_complex_sentence,wife fried shrimp huge love,"[['wife', 'shrimp']]",[['fried']],['FOOD'],['positive']
78,78,78,186,1126886,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","SERVICE#GENERAL,AMBIENCE#GENERAL,FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive,positive,positive","SERVICE,AMBIENCE,FOOD,FOOD","the service is excellent , the decor is great , and the food is delicious and comes in large portions .",compound_sentence,service excellent decor great food delicious come large portion,"[['service'], ['decor'], ['food'], ['portion']]","[['excellent'], ['great'], ['delicious'], ['large']]","['SERVICE', 'AMBIENCE', 'FOOD', 'VALUE']","['positive', 'negative', 'positive', 'positive']"
79,79,79,189,1131595,1131595:3,The food was bland oily.,FOOD#QUALITY,negative,FOOD,the food was bland oily .,simple_sentence,food bland oily,[['food']],[['bland']],['FOOD'],['positive']
80,80,80,190,1138996,1138996:1,"We have been to this place many times, and always have great food, wine, and service.","FOOD#QUALITY,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive","FOOD,FOOD,SERVICE","we have been to this place many times , and always have great food , wine , and service .",compound_sentence,place many time always great food wine service,"[['place', 'time'], ['food']]","[['many'], ['great']]","['AMBIENCE', 'FOOD']","['negative', 'negative']"
81,81,81,194,1145510,1145510:1,The pizza is yummy and I like the atmoshpere.,"FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive","FOOD,AMBIENCE",the pizza is yummy and i like the atmoshpere .,simple_sentence,pizza yummy like atmoshpere,"[['pizza'], ['atmoshpere']]","[['yummy'], ['like']]","['FOOD', 'AMBIENCE']","['negative', 'positive']"
82,82,82,197,1147082,1147082:1,Sauce was watery and the food didn't have much flavor.,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",sauce was watery and the food did not have much flavor .,compound_sentence,sauce watery food didnot much flavor,[['sauce']],[['watery']],['FOOD'],['negative']
83,83,83,198,1147211,1147211:2,The waitress was very patient with us and the food is phenomenal!,"SERVICE#GENERAL,FOOD#QUALITY","positive,positive","SERVICE,FOOD",the waitress was very patient with us and the food is phenomenal,compound_sentence,waitress patient us food phenomenal,"[['waitress'], ['food']]","[['patient'], ['phenomenal']]","['AMBIENCE', 'FOOD']","['positive', 'positive']"
84,84,84,200,1153034,1153034:0,Horrible pizza and bad service.,"FOOD#QUALITY,SERVICE#GENERAL","negative,negative","FOOD,SERVICE",horrible pizza and bad service .,phrase,horrible pizza bad service,"[['pizza'], ['service']]","[['horrible'], ['bad']]","['FOOD', 'SERVICE']","['negative', 'positive']"
85,85,85,203,1154550,1154550:1,The place is small and cramped but the food is fantastic.,"AMBIENCE#GENERAL,FOOD#QUALITY","negative,positive","AMBIENCE,FOOD",the place is small and cramped but the food is fantastic .,compound_sentence,place small cramped food fantastic,"[['food'], ['place']]","[['fantastic'], ['small', 'cramped']]","['FOOD', 'AMBIENCE']","['positive', 'positive']"
86,86,86,207,1189674,1189674:1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE","the food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",compound_sentence,food amazing service prompt helpful bearing rush,"[['food'], ['service']]","[['amazing'], ['prompt', 'helpful']]","['FOOD', 'SERVICE']","['positive', 'positive']"
