,Unnamed: 0,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence,preprocessed_sentence_lemma,aspect_prediction,opinion_term_prediction,entity_prediction,opinion_prediction
43,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
44,50,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
45,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
46,53,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
47,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
48,56,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
49,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
50,59,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
51,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
52,62,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
53,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
54,65,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
55,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
56,68,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
57,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
58,71,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
59,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
60,74,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
61,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
62,77,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
63,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
64,80,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
65,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
66,83,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
67,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
68,86,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
69,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
70,89,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
71,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
72,92,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
73,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
74,95,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
75,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
76,98,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
77,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
78,101,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
79,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
80,104,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
81,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
82,107,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
83,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
84,110,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
85,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
86,113,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
87,57,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably priced .",compound_sentence,food flavorful plentiful reasonably price,"[['food'], ['price']]","[['flavorful'], ['reasonably']]","['FOOD', 'VALUE']","['positive', 'positive']"
88,116,TVU#6,TVU#6:3,The martinis are amazing but the prices are expensive.,"FOOD#QUALITY,VALUE#PRICES","positive,negative","FOOD,VALUE",the martinis are amazing but the prices are expensive .,compound_sentence,martini amazing price expensive,"[['martini'], ['price']]","[['amazing'], ['expensive']]","['FOOD', 'VALUE']","['negative', 'negative']"
89,117,TM#6,TM#6:2,The flavors are amazing and the value is phenomenal.,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",the flavors are amazing and the value is phenomenal .,compound_sentence,flavor amazing value phenomenal,"[['flavor'], ['value']]","[['amazing'], ['phenomenal']]","['AMBIENCE', 'VALUE']","['negative', 'positive']"
90,118,,1471273:3,Prices too high for this cramped and unappealing resturant.,"VALUE#PRICES,AMBIENCE#GENERAL","negative,negative","VALUE,AMBIENCE",prices too high for this cramped and unappealing resturant .,phrase,price high cramped unappealing resturant,"[['price'], ['resturant']]","[['high', 'cramped'], ['unappealing']]","['VALUE', 'AMBIENCE']","['negative', 'negative']"
