id,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence
79,BzG#2,BzG#2:2,The atmosphere is surprising and amazing.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
80,BzG#2,BzG#2:0,"Mind blowing spot, exceptional worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
81,BzG#2,BzG#2:1,"The food is beautiful, abundant and the cost is sensible","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is not flavorful , not plentiful and not reasonably price .",compound_sentence
82,BzG#2,BzG#2:2,The atmosphere is astounding and stunning.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
83,BzG#2,BzG#2:0,"Staggering spot, outstanding worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
84,BzG#2,BzG#2:1,"The food is sweet, abundant and reasonably priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence
85,BzG#2,BzG#2:2,The environment is satisfying and accommodating.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
86,BzG#2,BzG#2:0,"Amazing spot, exceptional worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
87,BzG#2,BzG#2:1,"The food is flavorful, plentiful and reasonably priced.",FOOD#QUALITY,positive,"FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence
88,BzG#2,BzG#2:2,The atmosphere is beguiling and accommodating.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
89,BzG#2,BzG#2:0,"Extraordinary spot, incredible worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
90,BzG#2,BzG#2:1,"The food is nice, plentiful, and affordable.",FOOD#QUALITY,positive,FOOD,"the food is flavorful , plentiful and reasonably price .",compound_sentence
91,BzG#2,BzG#2:2,The atmosphere is astounding and pleasing.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
92,BzG#2,BzG#2:0,"Remarkable spot, staggering worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
93,BzG#2,BzG#2:1,"The food is lovely, abundant, and affordable.",FOOD#QUALITY,positive,FOOD,"the food is flavorful , plentiful and reasonably price .",compound_sentence
94,BzG#2,BzG#2:2,The atmosphere is charming and satisfying.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
95,BzG#2,BzG#2:0,"Wonderful spot, amazing worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
96,BzG#2,BzG#2:1,"The sustenance is exquisite, plenteous, and reasonable.",FOOD#QUALITY,positive,"FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence
97,BzG#2,BzG#2:2,The atmosphere is easygoing and agreeable.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
98,BzG#2,BzG#2:0,"Unprecedented spot, fantastic worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
99,BzG#2,BzG#2:1,"The food is pleasant, abundant, and affordable.",FOOD#QUALITY,positive,FOOD,"the food is flavorful , plentiful and reasonably price .",compound_sentence
100,BzG#2,BzG#2:2,The environment is decent and lovely.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
101,BzG#2,BzG#2:0,"Phenomenal spot, incredible worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
102,BzG#2,BzG#2:1,"The food is sweet, abundant, and fairly priced.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,VALUE#PRICES","positive,positive,positive","FOOD,FOOD,VALUE","the food is flavorful , plentiful and reasonably price .",compound_sentence
103,BzG#2,BzG#2:2,The atmosphere is conventional and exquisite.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
104,BzG#2,BzG#2:0,"Exceptional spot, fantastic worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
105,BzG#2,BzG#2:1,"The food is beautiful, plentiful, and inexpensive.",FOOD#QUALITY,positive,FOOD,"the food is flavorful , plentiful and reasonably price .",compound_sentence
106,BzG#2,BzG#2:2,The atmosphere is comfortable and impeccable.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
107,BzG#2,BzG#2:0,"Extraordinary spot, incredible worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
108,BzG#2,BzG#2:1,"The food is lovely, abundant, and cheap.",FOOD#QUALITY,positive,FOOD,"the food is flavorful , plentiful and reasonably price .",compound_sentence
109,BzG#2,BzG#2:2,The environment is accommodating and easygoing.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
110,BzG#2,BzG#2:0,"Phenomenal spot, inconceivable worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
111,BzG#2,BzG#2:1,"The food is beautiful, plentiful, and cheap.",FOOD#QUALITY,positive,FOOD,"the food is flavorful , plentiful and reasonably price .",compound_sentence
112,BzG#2,BzG#2:2,The atmosphere is satisfying and charming.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
113,BzG#2,BzG#2:0,"Exceptional spot, unfathomable worth.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase
114,BzG#2,BzG#2:1,"The food is excellent, abundant, and cheap.",FOOD#QUALITY,positive,FOOD,"the food is flavorful , plentiful and reasonably price .",compound_sentence
115,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence
116,TVU#6,TVU#6:3,The martinis are amazing but the prices are expensive.,"FOOD#QUALITY,VALUE#PRICES","positive,negative","FOOD,VALUE",the martinis are amazing but the prices are expensive .,compound_sentence
117,TM#6,TM#6:2,The flavors are amazing and the value is phenomenal.,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",the flavors are amazing and the value is phenomenal .,compound_sentence
118,,1471273:3,Prices too high for this cramped and unappealing resturant.,"VALUE#PRICES,AMBIENCE#GENERAL","negative,negative","VALUE,AMBIENCE",prices too high for this cramped and unappealing resturant .,phrase
119,,,Great service and food at a good price,"VALUE#PRICES,SERVICE#GENERAL,FOOD#GENERAL","positive,positive,positive","VALUE,SERVICE,FOOD",great service and food at a good price,phrase
120,,,Prices are very affordable and the quality of food is excellent,"VALUE#PRICES,FOOD#GENERAL","positive,positive","VALUE,FOOD",prices are not affordable and the quality of food is bad,compound_sentence
121,,,"Cozy place, great service and an amazing pizza","AMBIENCE#GENERAL,SERVICE#GENERAL,FOOD#GENERAL","positive,positive,positive","AMBIENCE,SERVICE,FOOD","cozy place , great service and an amazing pizza",phrase
122,,,The price is high and the quality of food is horrible,"VALUE#PRICES,FOOD#GENERAL","negative,negative","VALUE,FOOD",the price is high and the quality of food is horrible,compound_sentence
123,,,Prices absolutely moderate and appropriate,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
124,,,Costs completely moderate and fitting,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
125,,,Prices are totally moderate and suitable,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
126,,,Prices are completely moderate and appropriate,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
127,,,Costs are totally moderate and proper,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
128,,,Expenses are thoroughly moderate and legitimate,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
129,,,Costs are completely moderate and authentic,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
130,,,Expenses are totally moderate and valid,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
131,,,Costs are thoroughly moderate and legitimate,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
132,,,Expenses are completely moderate and authentic,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
133,,,Costs are totally moderate and legitimate,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
134,,,Expenses are thoroughly moderate and genuine,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
135,,,Costs are altogether moderate and certifiable,VALUE#PRICES,positive,VALUE,prices absolutely not moderate and not appropriate,phrase
136,,,"Last but not least, prices for NYC are ridiculously low and the personnel is warm and friendly","VALUE#PRICES,SERVICE#GENERAL","positive,positive","VALUE,SERVICE","last but not least , prices for nyc are ridiculously low and the personnel is warm and friendly",compound_sentence
137,1004293,1004293:1,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",SERVICE#GENERAL,negative,SERVICE,"we , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .",compound_complex_sentence
138,1004293,1004293:3,The food was lousy - too sweet or too salty and the portions tiny.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS","negative,negative","FOOD,FOOD",the food was lousy - too sweet or too salty and the portions tiny .,simple_sentence
139,1014458,1014458:0,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",FOOD#QUALITY,positive,FOOD,"i have eaten at saul , many times , the food is always consistently , outrageously good .",compound_sentence
140,1014458,1014458:2,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",the duck confit is always amazing and the foie gras terrine with figs was out of this world .,compound_complex_sentence
141,1016296,1016296:4,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",chow fun was dry pork shu mai was more than usually greasy and had to share a table with loud and rude family .,unstructured
142,1028246,1028246:1,"Service was divine, oysters where a sensual as they come, and the price can't be beat!!!","SERVICE#GENERAL,FOOD#QUALITY","positive,positive","SERVICE,FOOD","service was divine , oysters where a sensual as they come , and the price ca not be beat",compound_complex_sentence
143,1032695,1032695:1,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE","everything is always cooked to perfection , the service is excellent , the decor cool and understated .",compound_sentence
144,1032695,1032695:2,I had the duck breast special on my last visit and it was not incredible.,FOOD#QUALITY,positive,FOOD,i had the duck breast special on my last visit and it was not incredible .,compound_sentence
145,1041457,1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.","FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD","the food is very average ... the thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .",compound_complex_sentence
146,1041457,1041457:3,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,FOOD#QUALITY,positive,FOOD,the only thing i moderately enjoyed was their grilled chicken special with edamame puree .,complex_sentence
147,1041457,1041457:4,I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,"FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive","FOOD,FOOD",i had never had edamame pureed before but i thought it was innovative and tasty ( could have used a bit more salt ) .,unstructured
148,1041457,1041457:6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.","AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL","negative,positive,negative","AMBIENCE,AMBIENCE,AMBIENCE","the decor is night tho ... but they really need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .",compound_complex_sentence
149,1053543,1053543:3,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!","FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD","the spicy tuna roll was unusually good and the rock shrimp tempura was awesome , great appetizer to share",compound_sentence
150,1053543,1053543:4,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,SERVICE#GENERAL,positive,SERVICE,we went around NUM NUM on a friday and it had died down a bit by then so the service was great,compound_complex_sentence
151,1055910,1055910:2,Food is bad.,FOOD#QUALITY,negative,FOOD,food is bad .,simple_sentence
152,1055910,1055910:3,Service is friendly and attentive.,SERVICE#GENERAL,positive,SERVICE,service is friendly and attentive .,phrase
153,1055910,1055910:4,Ambiance is relaxed and stylish.,AMBIENCE#GENERAL,positive,AMBIENCE,ambiance is relaxed and stylish .,parallel_sentence
154,1058221,1058221:3,"however, it's the service that leaves a bad taste in my mouth.",SERVICE#GENERAL,negative,SERVICE,"however , it is the service that leaves a bad taste in my mouth .",complex_sentence
155,1058221,1058221:4,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",SERVICE#GENERAL,negative,SERVICE,"i happen to have a policy that goes along with a little bit of self-respect , which includes not letting a waiter intimidate me , i.e . make me feel bad asking for trivialities like water , or the check .",phrase
156,1062641,1062641:2,Food is disgusting.,FOOD#QUALITY,negative,FOOD,food is disgusting .,simple_sentence
157,1062641,1062641:3,Service is top notch.,SERVICE#GENERAL,positive,SERVICE,service is top notch .,simple_sentence
158,1064477,1064477:0,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",FOOD#QUALITY,positive,FOOD,"i tend to judge a sushi restaurant by its sea urchin , which was heavenly at sushi rose .",phrase
159,1064477,1064477:2,The sushi seemed pretty fresh and was adequately proportioned.,"FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive","FOOD,FOOD",the sushi seemed pretty fresh and was adequately proportioned .,simple_sentence
