,Unnamed: 0,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence,preprocessed_sentence_lemma,aspect_prediction,opinion_term_prediction,entity_prediction,opinion_prediction
32,82,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
33,83,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
34,85,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
35,86,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
36,88,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
37,89,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
38,91,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
39,92,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
40,94,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
41,95,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
42,97,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
43,98,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
44,100,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
45,101,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
46,103,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
47,104,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
48,106,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
49,107,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
50,109,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
51,110,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
52,112,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
53,113,BzG#2,BzG#2:0,"Great place, great value.","AMBIENCE#GENERAL,VALUE#PRICES","positive,positive","AMBIENCE,VALUE","great place , great value .",phrase,great place great value,"[['place'], ['value']]","[['great'], ['great']]","['AMBIENCE', 'VALUE']","['positive', 'positive']"
54,115,BzG#2,BzG#2:2,The atmosphere is relaxed and casual.,AMBIENCE#GENERAL,positive,AMBIENCE,the atmosphere is relaxed and casual .,simple_sentence,atmosphere relax casual,"[['atmosphere', 'casual']]",[['relax']],['AMBIENCE'],['positive']
55,117,TM#6,TM#6:2,The flavors are amazing and the value is phenomenal.,"FOOD#QUALITY,VALUE#PRICES","positive,positive","FOOD,VALUE",the flavors are amazing and the value is phenomenal .,compound_sentence,flavor amazing value phenomenal,"[['flavor'], ['value']]","[['amazing'], ['phenomenal']]","['AMBIENCE', 'VALUE']","['negative', 'positive']"
56,118,,1471273:3,Prices too high for this cramped and unappealing resturant.,"VALUE#PRICES,AMBIENCE#GENERAL","negative,negative","VALUE,AMBIENCE",prices too high for this cramped and unappealing resturant .,phrase,price high cramped unappealing resturant,"[['price'], ['resturant']]","[['high', 'cramped'], ['unappealing']]","['VALUE', 'AMBIENCE']","['negative', 'negative']"
57,121,,,"Cozy place, great service and an amazing pizza","AMBIENCE#GENERAL,SERVICE#GENERAL,FOOD#GENERAL","positive,positive,positive","AMBIENCE,SERVICE,FOOD","cozy place , great service and an amazing pizza",phrase,cozy place great service amazing pizza,"[['place'], ['service'], ['pizza']]","[['cozy'], ['great'], ['amazing']]","['AMBIENCE', 'SERVICE', 'FOOD']","['positive', 'positive', 'negative']"
58,137,1004293,1004293:1,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",SERVICE#GENERAL,negative,SERVICE,"we , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .",compound_complex_sentence,four us arrive noon place empty staff act like impose rude,"[['noon', 'place'], ['noon', 'noon', 'staff']]","[['empty'], ['like', 'impose', 'rude']]","['AMBIENCE', 'SERVICE']","['positive', 'positive']"
59,141,1016296,1016296:4,Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family. ,"FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD",chow fun was dry pork shu mai was more than usually greasy and had to share a table with loud and rude family .,compound_complex_sentence,chow fun dry pork shu mai usually greasy share table loud rude family,"[['chow'], ['pork', 'shu', 'mai'], ['table'], ['family']]","[['fun', 'dry'], ['greasy'], ['loud'], ['rude']]","['FOOD', 'FOOD', 'VALUE', 'AMBIENCE']","['positive', 'positive', 'positive', 'negative']"
60,143,1032695,1032695:1,"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.","SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE","everything is always cooked to perfection , the service is excellent , the decor cool and understated .",compound_sentence,everything always cook perfection service excellent decor cool understate,"[['service'], ['decor']]","[['excellent'], ['cool']]","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
61,145,1041457,1041457:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.","FOOD#QUALITY,FOOD#QUALITY","negative,negative","FOOD,FOOD","the food is very average ... the thai fusion stuff is a bit too sweet , every thing they serve is too sweet here .",compound_complex_sentence,food average thai fusion stuff bit sweet every thing serve sweet,"[['food'], ['fusion', 'stuff']]","[['average'], ['sweet']]","['FOOD', 'AMBIENCE']","['negative', 'positive']"
62,148,1041457,1041457:6,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.","AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL","negative,positive,negative","AMBIENCE,AMBIENCE,AMBIENCE","the decor is night tho ... but they really need to clean that vent in the ceiling ... its quite un-appetizing , and kills your effort to make this place look sleek and modern .",compound_complex_sentence,decor night tho really need clean vent ceiling quite un appetizing kill effort make place look sleek modern,"[['ceiling'], ['decor', 'night', 'effort', 'place', 'look'], ['decor', 'night']]","[['vent', 'un-appetizing'], ['kill', 'sleek'], ['clean', 'modern']]","['AMBIENCE', 'AMBIENCE', 'AMBIENCE']","['positive', 'positive', 'positive']"
63,153,1055910,1055910:4,Ambiance is relaxed and stylish.,AMBIENCE#GENERAL,positive,AMBIENCE,ambiance is relaxed and stylish .,phrase,ambiance relax stylish,[['ambiance']],"[['relax', 'stylish']]",['AMBIENCE'],['positive']
64,154,1058221,1058221:3,"however, it's the service that leaves a bad taste in my mouth.",SERVICE#GENERAL,negative,SERVICE,"however , it is the service that leaves a bad taste in my mouth .",complex_sentence,however service leave bad taste mouth,"[['taste', 'mouth']]",[['bad']],['AMBIENCE'],['positive']
65,170,1086478,1086478:5,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",AMBIENCE#GENERAL,positive,AMBIENCE,"the ambience is pretty and nice for conversation , so a casual lunch here would probably be best .",compound_sentence,ambience pretty nice conversation casual lunch would probably best,"[['lunch'], ['ambience']]","[['best'], ['pretty', 'nice']]","['AMBIENCE', 'AMBIENCE']","['negative', 'negative']"
66,174,1102681,1102681:0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",AMBIENCE#GENERAL,positive,AMBIENCE,"once you step into cosette , you 're miraculously in a small , off-the-beaten path parisian bistro .",phrase,step cosette miraculously small beaten path parisian bistro,"[['cosette', 'path', 'bistro']]","[['miraculously', 'small']]",['AMBIENCE'],['positive']
67,175,1102681,1102681:1,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",AMBIENCE#GENERAL,positive,AMBIENCE,"this tiny restaurant is as cozy as it gets , with that certain parisian flair .",complex_sentence,tiny restaurant cozy get certain parisian flair,[['restaurant']],[['cozy']],['AMBIENCE'],['positive']
68,186,1126886,1126886:2,"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","SERVICE#GENERAL,AMBIENCE#GENERAL,FOOD#QUALITY,FOOD#STYLE_OPTIONS","positive,positive,positive,positive","SERVICE,AMBIENCE,FOOD,FOOD","the service is excellent , the decor is great , and the food is delicious and comes in large portions .",compound_sentence,service excellent decor great food delicious come large portion,"[['service'], ['decor'], ['food'], ['portion']]","[['excellent'], ['great'], ['delicious'], ['large']]","['SERVICE', 'AMBIENCE', 'FOOD', 'VALUE']","['positive', 'positive', 'positive', 'positive']"
69,187,1131595,1131595:0,This place is incredibly tiny.,AMBIENCE#GENERAL,negative,AMBIENCE,this place is incredibly tiny .,simple_sentence,place incredibly tiny,[['place']],"[['incredibly', 'tiny']]",['AMBIENCE'],['negative']
70,188,1131595,1131595:2,The hostess is rude to the point of being offensive.,SERVICE#GENERAL,negative,SERVICE,the hostess is rude to the point of being offensive .,simple_sentence,hostess rude point offensive,[['hostess']],"[['rude', 'offensive']]",['AMBIENCE'],['positive']
71,190,1138996,1138996:1,"We have been to this place many times, and always have great food, wine, and service.","FOOD#QUALITY,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive","FOOD,FOOD,SERVICE","we have been to this place many times , and always have great food , wine , and service .",compound_sentence,place many time always great food wine service,"[['place', 'time'], ['food']]","[['many'], ['great']]","['AMBIENCE', 'FOOD']","['negative', 'positive']"
72,194,1145510,1145510:1,The pizza is yummy and I like the atmoshpere.,"FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive","FOOD,AMBIENCE",the pizza is yummy and i like the atmoshpere .,simple_sentence,pizza yummy like atmoshpere,"[['pizza'], ['atmoshpere']]","[['yummy'], ['like']]","['FOOD', 'AMBIENCE']","['negative', 'positive']"
73,195,1145510,1145510:2,But the pizza is way to expensive.,FOOD#PRICES,negative,FOOD,but the pizza is way to expensive .,simple_sentence,pizza way expensive,"[['pizza', 'way']]",[['expensive']],['AMBIENCE'],['negative']
74,196,1147082,1147082:0,I went there for lunch and the lunch was not as good as I expected from the reviews I read.,FOOD#QUALITY,negative,FOOD,i went there for lunch and the lunch was not as good as i expected from the reviews i read .,compound_sentence,go lunch lunch good expect review read,"[['lunch', 'lunch', 'review']]",[['good']],['AMBIENCE'],['positive']
75,198,1147211,1147211:2,The waitress was very patient with us and the food is phenomenal!,"SERVICE#GENERAL,FOOD#QUALITY","positive,positive","SERVICE,FOOD",the waitress was very patient with us and the food is phenomenal,compound_sentence,waitress patient us food phenomenal,"[['waitress'], ['food']]","[['patient'], ['phenomenal']]","['AMBIENCE', 'FOOD']","['positive', 'positive']"
76,202,1154550,1154550:0,This is the best sushi in new york city - hands down.,FOOD#QUALITY,positive,FOOD,this is the best sushi in new york city - hands down .,simple_sentence,best sushi new york city hand,"[['sushi', 'city', 'hand']]",[['best']],['AMBIENCE'],['negative']
77,203,1154550,1154550:1,The place is small and cramped but the food is fantastic.,"AMBIENCE#GENERAL,FOOD#QUALITY","negative,positive","AMBIENCE,FOOD",the place is small and cramped but the food is fantastic .,compound_sentence,place small cramped food fantastic,"[['food'], ['place']]","[['fantastic'], ['small', 'cramped']]","['FOOD', 'AMBIENCE']","['negative', 'negative']"
78,204,1162037,1162037:2,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",AMBIENCE#GENERAL,negative,AMBIENCE,"the atmosphere is not the greatest , but i suppose that is how they keep the prices down .",complex_sentence,atmosphere isnot great suppose keep price,[['atmosphere']],[['great']],['AMBIENCE'],['positive']
79,206,1189674,1189674:0,First went here to enjoy their garden terrace.,AMBIENCE#GENERAL,positive,AMBIENCE,first went here to enjoy their garden terrace .,phrase,first go enjoy garden terrace,"[['garden', 'terrace']]",[['enjoy']],['AMBIENCE'],['positive']
80,210,1189674,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",compound_complex_sentence,may bit packed weekend vibe good best french food find area,"[['weekend'], ['vibe'], ['food']]","[['packed'], ['good'], ['best']]","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'negative']"
81,213,1199480,1199480:2,I'd highly recommend it for a special occasion and it provides and intimate setting and nice service.,"AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive","AMBIENCE,SERVICE",i 'd highly recommend it for a special occasion and it provides and intimate setting and nice service .,compound_sentence,highly recommend special occasion provide intimate setting nice service,"[['setting'], ['service'], ['occasion']]","[['intimate'], ['nice'], ['recommend', 'special']]","['AMBIENCE', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
82,215,1212346,1212346:1,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",SERVICE#GENERAL,negative,SERVICE,"took my mom for mother is day , and the maitre d was pretty rude .",simple_sentence,take mom mother day maitre pretty rude,[['maitre']],"[['pretty', 'rude']]",['AMBIENCE'],['negative']
83,217,1221938,1221938:3,Downstairs lounge is always a good attraction,AMBIENCE#GENERAL,positive,AMBIENCE,downstairs lounge is always a good attraction,phrase,downstairs lounge always good attraction,[['lounge']],"[['good', 'attraction']]",['AMBIENCE'],['positive']
84,218,1225162,1225162:0,"Raga's is a romantic, cozy restaurant.",AMBIENCE#GENERAL,positive,AMBIENCE,"raga is is a romantic , cozy restaurant .",simple_sentence,raga romantic cozy restaurant,"[['raga'], ['restaurant']]","[['romantic'], ['cozy']]","['AMBIENCE', 'AMBIENCE']","['negative', 'positive']"
85,225,1232468,1232468:1,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,AMBIENCE#GENERAL,positive,AMBIENCE,the outdoor atmosphere of sitting on the sidewalk watching the world go by NUM feet away on 6th avenue on a cool evening was wonderful .,compound_sentence,outdoor atmosphere sit sidewalk watch world go foot away 6th avenue cool evening wonderful,"[['atmosphere', 'sidewalk'], ['world']]","[['outdoor', 'wonderful'], ['cool']]","['AMBIENCE', 'AMBIENCE']","['positive', 'positive']"
86,232,1256373,1256373:1,fine dining restaurant quality.,FOOD#QUALITY,positive,FOOD,fine dining restaurant quality .,phrase,fine dining restaurant quality,"[['dining', 'restaurant', 'quality']]",[['fine']],['AMBIENCE'],['positive']
87,238,1280166,1280166:4,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,"AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,negative","AMBIENCE,AMBIENCE",traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,compound_complex_sentence,traditional french decour pleasant though hall rather noisy restaurant full raise voice able maintain conversation,"[['decour'], ['hall'], ['restaurant'], ['voice']]","[['pleasant'], ['noisy'], ['full'], ['able']]","['FOOD', 'AMBIENCE', 'AMBIENCE', 'AMBIENCE']","['positive', 'positive', 'positive', 'positive']"
88,239,1280179,1280179:2,"Seating is always prompt, though the restaurant does fill up in the evening.",SERVICE#GENERAL,positive,SERVICE,"seating is always prompt , though the restaurant does fill up in the evening .",complex_sentence,seating always prompt though restaurant fill evening,[['seating']],[['prompt']],['AMBIENCE'],['negative']
