,Unnamed: 0,reviewID,sentenceID,review,category,polarity,entity,preprocessed_sentence,type_sentence,preprocessed_sentence_lemma,aspect_prediction,opinion_term_prediction,entity_prediction,opinion_prediction
17,200,1153034,1153034:0,Horrible pizza and bad service.,"FOOD#QUALITY,SERVICE#GENERAL","negative,negative","FOOD,SERVICE",horrible pizza and bad service .,phrase,horrible pizza bad service,"[['pizza'], ['service']]","[['horrible'], ['bad']]","['FOOD', 'SERVICE']","['negative', 'negative']"
18,201,1153034,1153034:1,"There was a small wait, but shorter than I expected.",SERVICE#GENERAL,positive,SERVICE,"there was a small wait , but shorter than i expected .",simple_sentence,small wait short expect,[['wait']],[['small']],['SERVICE'],['negative']
19,207,1189674,1189674:1,"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.","FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE","the food was amazing , and the service was prompt and helpful , but not over-bearing or rushed .",compound_sentence,food amazing service prompt helpful bearing rush,"[['food'], ['service']]","[['amazing'], ['prompt', 'helpful']]","['FOOD', 'SERVICE']","['positive', 'positive']"
20,209,1189674,1189674:3,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.","AMBIENCE#GENERAL,AMBIENCE#GENERAL","positive,negative","AMBIENCE,AMBIENCE","admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",compound_sentence,admittedly night inside restaurant rather warm open kitchen part charm,"[['night'], ['kitchen', 'part']]","[['warm'], ['charm']]","['SERVICE', 'FOOD']","['negative', 'negative']"
21,210,1189674,1189674:5,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","it may be a bit packed on weekends , but the vibe is good and it is the best french food you will find in the area .",compound_complex_sentence,may bit packed weekend vibe good best french food find area,"[['weekend'], ['vibe'], ['food']]","[['packed'], ['good'], ['best']]","['SERVICE', 'AMBIENCE', 'FOOD']","['positive', 'positive', 'positive']"
22,212,1199480,1199480:0,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!","AMBIENCE#GENERAL,FOOD#QUALITY","positive,positive","AMBIENCE,FOOD","not sure where the previous reviewer , lonk , dined , but saul is in a great neighborhood and has great food",phrase,sure previous reviewer lonk din saul great neighborhood great food,"[['reviewer', 'lonk', 'saul'], ['reviewer', 'lonk', 'food']]","[['great'], ['great']]","['SERVICE', 'FOOD']","['positive', 'positive']"
23,213,1199480,1199480:2,I'd highly recommend it for a special occasion and it provides and intimate setting and nice service.,"AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive","AMBIENCE,SERVICE",i 'd highly recommend it for a special occasion and it provides and intimate setting and nice service .,compound_sentence,highly recommend special occasion provide intimate setting nice service,"[['setting'], ['service'], ['occasion']]","[['intimate'], ['nice'], ['recommend', 'special']]","['AMBIENCE', 'SERVICE', 'AMBIENCE']","['positive', 'positive', 'positive']"
24,220,1225162,1225162:3,The staff is incredibly helpful and attentive.,SERVICE#GENERAL,positive,SERVICE,the staff is incredibly helpful and attentive .,simple_sentence,staff incredibly helpful attentive,[['staff']],"[['incredibly', 'helpful', 'attentive']]",['SERVICE'],['positive']
25,222,1230993,1230993:2,Our server was very helpful and friendly.,SERVICE#GENERAL,positive,SERVICE,our server was very helpful and friendly .,simple_sentence,server helpful friendly,[['server']],"[['helpful', 'friendly']]",['SERVICE'],['positive']
26,226,1232468,1232468:3,Service was prompt and courteous.,SERVICE#GENERAL,positive,SERVICE,service was prompt and courteous .,simple_sentence,service prompt courteous,[['service']],"[['prompt', 'courteous']]",['SERVICE'],['positive']
27,227,1241906,1241906:0,"Bad service, bad food.","SERVICE#GENERAL,FOOD#QUALITY","negative,negative","SERVICE,FOOD","bad service , bad food .",phrase,bad service bad food,"[['service'], ['food']]","[['bad'], ['bad']]","['SERVICE', 'FOOD']","['negative', 'negative']"
28,229,1253117,1253117:2,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",FOOD#STYLE_OPTIONS,negative,FOOD,"two complaints- their appetizer selection stinks , it would be nice to get some mozzarella sticks on the menu .",compound_complex_sentence,two complaint appetizer selection stink would nice get mozzarella stick menu,"[['appetizer', 'selection'], ['ir'], ['mozzarella']]","[['stink'], ['complaint'], ['nice']]","['FOOD', 'SERVICE', 'FOOD']","['negative', 'negative', 'positive']"
29,230,1253117,1253117:5,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,"SERVICE#GENERAL,FOOD#QUALITY","negative,positive","SERVICE,FOOD",wait staff is blantently unappreciative of your business but its the best pie on the uws,phrase,wait staff blantently unappreciative business best pie uws,"[['staff'], ['pie', 'uws']]","[['unappreciative'], ['best']]","['SERVICE', 'FOOD']","['negative', 'positive']"
30,233,1264954,1264954:2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.","FOOD#QUALITY,FOOD#STYLE_OPTIONS,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive,positive","FOOD,FOOD,FOOD,SERVICE","the chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm .",simple_sentence,chicken pot pie excpetiona cheeseburger huge delictable service professional wan warm,[['service']],"[['professional', 'warm']]",['SERVICE'],['positive']
31,234,1269216,1269216:1,The staff is no nonsense.,SERVICE#GENERAL,positive,SERVICE,the staff is no nonsense .,simple_sentence,staff nonsense,[['staff']],[['nonsense']],['SERVICE'],['negative']
32,236,1280166,1280166:1,"Service was very good - prompt, attentive and non-intrusive.",SERVICE#GENERAL,positive,SERVICE,"service was very good - prompt , attentive and non-intrusive .",simple_sentence,service good prompt attentive non intrusive,[['service']],"[['good', 'prompt', 'attentive', 'non-intrusive']]",['SERVICE'],['positive']
33,243,1286916,1286916:3,It's simply the best meal in NYC.,FOOD#QUALITY,positive,FOOD,it is simply the best meal in nyc .,simple_sentence,simply best meal nyc,"[['meal', 'nyc']]",[['best']],['SERVICE'],['positive']
34,245,1289424,1289424:3,The server was really cool and served us our food and drinks with a smile.,SERVICE#GENERAL,positive,SERVICE,the server was really cool and served us our food and drinks with a smile .,compound_sentence,server really cool serve us food drink smile,"[['server'], ['drink']]","[['cool'], ['smile']]","['SERVICE', 'FOOD']","['positive', 'positive']"
35,247,1293334,1293334:2,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","FOOD#STYLE_OPTIONS,FOOD#QUALITY,FOOD#QUALITY","positive,positive,positive","FOOD,FOOD,FOOD","the have over NUM different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",compound_complex_sentence,different beer offer thier guest make husband happy food delicious must recommend dish must pumkin tortelini,"[['num', 'guest'], ['food'], ['dish'], ['husband']]","[['different'], ['delicious'], ['recommend'], ['happy']]","['AMBIENCE', 'FOOD', 'FOOD', 'SERVICE']","['positive', 'positive', 'positive', 'positive']"
36,255,1303888,1303888:0,The staff is absolutely professional!! ,SERVICE#GENERAL,positive,SERVICE,the staff is absolutely professional,phrase,staff absolutely professional,[['staff']],[['professional']],['SERVICE'],['positive']
37,260,1310217,1310217:2,The price is reasonable although the service is poor.,SERVICE#GENERAL,negative,SERVICE,the price is reasonable although the service is poor .,complex_sentence,price reasonable although service poor,"[['service'], ['price']]","[['poor'], ['reasonable']]","['SERVICE', 'VALUE']","['negative', 'positive']"
38,262,1328078,1328078:4,We had Pam's special fried fish and it was amazing.,FOOD#QUALITY,positive,FOOD,we had pam is special fried fish and it was amazing .,compound_complex_sentence,pam special fried fish amazing,"[['pam', 'fish'], ['pam']]","[['special', 'fried'], ['amazing']]","['FOOD', 'SERVICE']","['positive', 'positive']"
39,265,1335656,1335656:2,"Ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE#GENERAL,positive,AMBIENCE,"ambience is so cute and quaint , good for business although we were there on vacation .",complex_sentence,ambience cute quaint good business although vacation,"[['vacation', 'ambience'], ['business']]","[['cute', 'quaint'], ['good']]","['AMBIENCE', 'SERVICE']","['positive', 'positive']"
40,272,1338124,1338124:4,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","FOOD#STYLE_OPTIONS,FOOD#PRICES","negative,negative","FOOD,FOOD","i have reservations about the all you can eat deal , however -- the choices are fairly limited and you can probably order more food than you can eat for less than NUM by just going off the menu .",compound_sentence,reservation eat deal howeverthe choice fairly limited probably order food eat less go menu,[['choice']],"[['fairly', 'limited']]",['SERVICE'],['negative']
41,279,1347423,1347423:1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.","SERVICE#GENERAL,FOOD#QUALITY,AMBIENCE#GENERAL","positive,positive,positive","SERVICE,FOOD,AMBIENCE","the staff was accomodating , the food was absolutely delicious and the place is lovely .",compound_sentence,staff accomodating food absolutely delicious place lovely,"[['staff'], ['food'], ['place']]","[['accomodating'], ['delicious'], ['lovely']]","['SERVICE', 'FOOD', 'AMBIENCE']","['positive', 'positive', 'positive']"
42,280,1347423,1347423:2,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,SERVICE#GENERAL,positive,SERVICE,we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,complex_sentence,even visit manager want make sure enjoy,"[['visit', 'manager']]","[['sure', 'enjoy']]",['SERVICE'],['positive']
43,282,1349391,1349391:1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.","FOOD#QUALITY,SERVICE#GENERAL,SERVICE#GENERAL,FOOD#QUALITY","negative,negative,negative,positive","FOOD,SERVICE,SERVICE,FOOD","sometimes i get bad food and bad service , sometimes i get good good and bad service .",compound_sentence,sometimes get bad food bad service sometimes get good good bad service,"[['food'], ['service', 'service']]","[['bad'], ['good']]","['FOOD', 'SERVICE']","['negative', 'positive']"
44,287,1357554,1357554:3,"Service was slow, but the people were friendly.","SERVICE#GENERAL,SERVICE#GENERAL","negative,positive","SERVICE,SERVICE","service was slow , but the people were friendly .",compound_sentence,service slow people friendly,"[['service'], ['people']]","[['slow'], ['friendly']]","['SERVICE', 'SERVICE']","['negative', 'positive']"
45,291,1367358,1367358:3,"Ambience is delightful, service impeccable.","AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive","AMBIENCE,SERVICE","ambience is delightful , service impeccable .",simple_sentence,ambience delightful service impeccable,"[['ambience'], ['service']]","[['delightful'], ['impeccable']]","['AMBIENCE', 'SERVICE']","['negative', 'positive']"
46,294,1380450,1380450:2,Service was also horrible and the ambience is not that great.,"SERVICE#GENERAL,AMBIENCE#GENERAL","negative,negative","SERVICE,AMBIENCE",service was also horrible and the ambience is not that great .,compound_sentence,service also horrible ambience great,"[['service'], ['ambience']]","[['horrible'], ['great']]","['SERVICE', 'AMBIENCE']","['negative', 'positive']"
47,295,1387314,1387314:1,This is my first time writing a review for a restaurant because the food and service was excellent.,"FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE",this is my first time writing a review for a restaurant because the food and service was excellent .,complex_sentence,first time write review restaurant food service excellent,"[['food', 'service']]",[['excellent']],['SERVICE'],['positive']
48,306,1398844,1398844:6,Somehow working the italian charm with constant mille grazie does not constitute proper service.,SERVICE#GENERAL,negative,SERVICE,somehow working the italian charm with constant mille grazie does not constitute proper service .,phrase,somehow work italian charm constant mille grazie constitute proper service,"[['grazie', 'service']]","[['work', 'charm', 'proper']]",['SERVICE'],['negative']
49,310,1410878,1410878:1,I've never had bad service and the fish is fresh and delicious.,"SERVICE#GENERAL,FOOD#QUALITY","positive,positive","SERVICE,FOOD",i have never had bad service and the fish is fresh and delicious .,compound_sentence,never bad service fish fresh delicious,"[['service'], ['fish']]","[['bad'], ['fresh', 'delicious']]","['SERVICE', 'FOOD']","['negative', 'positive']"
50,312,1413697,1413697:0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",FOOD#QUALITY,positive,FOOD,"i come from a family of pizzeria owners , and iam almost ashamed to say that the pizza in fornino is blows my families receipies away .",compound_complex_sentence,come family pizzeria owner iam almost ashamed say pizza fornino blow family receipies away,"[['family', 'iam']]",[['ashamed']],['SERVICE'],['negative']
51,313,1413697,1413697:2,The place is so cool and the service is prompt and curtious.,"SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE",the place is so cool and the service is prompt and curtious .,compound_sentence,place cool service prompt curtious,"[['place'], ['service', 'curtious']]","[['cool'], ['prompt']]","['AMBIENCE', 'SERVICE']","['positive', 'positive']"
52,317,1417496,1417496:3,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","SERVICE#GENERAL,SERVICE#GENERAL","positive,positive","SERVICE,SERVICE","the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .",compound_complex_sentence,service impeccable unobtrusivethe staff know doto know menu present meal attend need,"[['staff', 'meal', 'need', 'service']]","[['impeccable', 'unobtrusive']]",['SERVICE'],['positive']
53,319,1430994,1430994:0,The view is breathtaking the service is top notch... the ambiance is wonderfull.,"AMBIENCE#GENERAL,SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive,positive","AMBIENCE,SERVICE,AMBIENCE",the view is breathtaking the service is top notch ... the ambiance is wonderfull .,compound_complex_sentence,view breathtaking service top notchthe ambiance wonderfull,"[['view'], ['service', 'notch']]","[['breathtaking'], ['top']]","['AMBIENCE', 'SERVICE']","['negative', 'positive']"
54,320,1430994,1430994:1,The staff offers impeccable service.,SERVICE#GENERAL,positive,SERVICE,the staff offers impeccable service .,simple_sentence,staff offer impeccable service,"[['staff', 'service']]",[['impeccable']],['SERVICE'],['positive']
55,321,1430994,1430994:3,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,"FOOD#QUALITY,FOOD#QUALITY","positive,positive","FOOD,FOOD",my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,complex_sentence,boyfriend new england chowder good think award go lobster bisque,"[['lobster'], ['boyfriend', 'england', 'chowder']]","[['award'], ['good']]","['FOOD', 'SERVICE']","['negative', 'positive']"
56,322,1430994,1430994:6,My boyfriend had Prime Rib it was good .,FOOD#QUALITY,positive,FOOD,my boyfriend had prime rib it was good .,complex_sentence,boyfriend prime rib good,"[['boyfriend', 'rib']]",[['good']],['SERVICE'],['positive']
57,323,1431154,1431154:0,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,FOOD#QUALITY,positive,FOOD,my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,compound_sentence,wife eat earlier week stop rant rave food,"[['food'], ['wife', 'week']]","[['rave'], ['rant']]","['FOOD', 'SERVICE']","['negative', 'negative']"
58,326,1432551,1432551:1,The portions are large and the servers always surprise us with a different starter.,FOOD#STYLE_OPTIONS,positive,FOOD,the portions are large and the servers always surprise us with a different starter .,compound_sentence,portion large server always surprise us different starter,"[['portion'], ['server']]","[['large'], ['different', 'starter']]","['VALUE', 'SERVICE']","['positive', 'positive']"
59,336,1451107,1451107:6,The staff was the friendliest that have seen in New York.,SERVICE#GENERAL,positive,SERVICE,the staff was the friendliest that have seen in new york .,complex_sentence,staff friendly see new york,[['york']],[['new']],['SERVICE'],['positive']
60,340,1459569,1459569:1,Service was slow had to wait to order and get food although not crowded.,SERVICE#GENERAL,negative,SERVICE,service was slow had to wait to order and get food although not crowded .,simple_sentence,service slow wait order get food although crowd,"[['order', 'food', 'service']]",[['slow']],['SERVICE'],['negative']
61,342,1460715,1460715:1,Service was quick.,SERVICE#GENERAL,positive,SERVICE,service was quick .,simple_sentence,service quick,[['service']],[['quick']],['SERVICE'],['positive']
62,344,1470286,1470286:1,Delivery is fast too.,SERVICE#GENERAL,positive,SERVICE,delivery is fast too .,simple_sentence,delivery fast,[['delivery']],[['fast']],['SERVICE'],['positive']
63,345,1470286,1470286:2,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.","SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,FOOD#QUALITY","positive,positive,positive,positive","SERVICE,SERVICE,SERVICE,FOOD","great friendly service , fast seating , fast delivery , excellent sushi .",phrase,great friendly service fast seat fast delivery excellent sushi,"[['service'], ['delivery'], ['sushi']]","[['great', 'friendly'], ['fast'], ['excellent']]","['SERVICE', 'SERVICE', 'FOOD']","['positive', 'positive', 'positive']"
64,351,1476493,1476493:2,"The ambience was nice, but service wasn't so great.","AMBIENCE#GENERAL,SERVICE#GENERAL","positive,negative","AMBIENCE,SERVICE","the ambience was nice , but service was not so great .",compound_sentence,ambience nice service wasnot great,"[['ambience'], ['service']]","[['nice'], ['great']]","['AMBIENCE', 'SERVICE']","['positive', 'positive']"
65,361,1496707,1496707:2,The wine the service was very good too.,"FOOD#QUALITY,SERVICE#GENERAL","positive,positive","FOOD,SERVICE",the wine the service was very good too .,simple_sentence,wine service good,"[['wine', 'service']]",[['good']],['SERVICE'],['positive']
66,368,1538149,1538149:3,The service was excellent - friendly and attentive.,SERVICE#GENERAL,positive,SERVICE,the service was excellent - friendly and attentive .,simple_sentence,service excellent friendly attentive,[['service']],"[['excellent', 'friendly', 'attentive']]",['SERVICE'],['positive']
67,369,1543345,1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,FOOD#QUALITY,positive,FOOD,who has room for cheesesticks with the best pizza in nyc,phrase,room cheesesticks best pizza nyc,"[['room', 'cheesesticks', 'pizza', 'nyc']]",[['best']],['SERVICE'],['positive']
68,370,1543345,1543345:3,Great staff.,SERVICE#GENERAL,positive,SERVICE,great staff .,phrase,great staff,[['staff']],[['great']],['SERVICE'],['positive']
69,371,1543345,1543345:4,Always great service!,SERVICE#GENERAL,positive,SERVICE,always great service,phrase,always great service,[['service']],[['great']],['SERVICE'],['positive']
70,373,1561259,1561259:1,But the staff was so horrible to us.,SERVICE#GENERAL,negative,SERVICE,but the staff was so horrible to us .,simple_sentence,staff horrible us,[['staff']],[['horrible']],['SERVICE'],['negative']
71,377,1572033,1572033:1,Decor is nice though service can be spotty.,"AMBIENCE#GENERAL,SERVICE#GENERAL","positive,negative","AMBIENCE,SERVICE",decor is nice though service can be spotty .,complex_sentence,decor nice though service spotty,"[['service'], ['decor']]","[['spotty'], ['nice']]","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
72,388,1603698,1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",SERVICE#GENERAL,negative,SERVICE,"both times i was extremely dissappointed by the service , which was boarderline rude .",complex_sentence,time extremely dissappointed service boarderline rude,"[['time', 'service']]",[['dissappointed']],['SERVICE'],['positive']
73,392,1606837,1606837:2,The service was attentive.,SERVICE#GENERAL,positive,SERVICE,the service was attentive .,simple_sentence,service attentive,[['service']],[['attentive']],['SERVICE'],['positive']
74,400,1623276,1623276:0,Patroon features a nice cigar bar and has great staff.,"AMBIENCE#GENERAL,SERVICE#GENERAL","positive,positive","AMBIENCE,SERVICE",patroon features a nice cigar bar and has great staff .,compound_sentence,patroon feature nice cigar bar great staff,"[['patroon', 'cigar', 'bar'], ['staff']]","[['nice'], ['great']]","['AMBIENCE', 'SERVICE']","['positive', 'positive']"
75,404,1626564,1626564:3,Waitstaff are very friendly.,SERVICE#GENERAL,positive,SERVICE,waitstaff are very friendly .,simple_sentence,waitstaff friendly,[['waitstaff']],[['friendly']],['SERVICE'],['positive']
76,407,1632445,1632445:3,The service is good and ambience is good for a date or group outing.,"SERVICE#GENERAL,AMBIENCE#GENERAL","positive,positive","SERVICE,AMBIENCE",the service is good and ambience is good for a date or group outing .,compound_sentence,service good ambience good date group outing,"[['service'], ['ambience']]","[['good'], ['good']]","['SERVICE', 'AMBIENCE']","['positive', 'positive']"
77,410,1632929,1632929:3,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.","FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,SERVICE#GENERAL","positive,positive,positive,positive","FOOD,FOOD,FOOD,SERVICE","the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top-notch .",compound_sentence,food delicious halibut special husband steak service top notch,"[['food'], ['halibut', 'special', 'husband', 'steak', 'service']]","[['delicious'], ['top-notch']]","['FOOD', 'SERVICE']","['positive', 'negative']"
78,421,1655521,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE#GENERAL,positive,SERVICE,"the wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .",compound_complex_sentence,wait staff freindly make feel like eat freindly little european town,"[['wait', 'staff', 'town']]",[['like']],['SERVICE'],['positive']
79,422,1660047,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE#GENERAL,negative,SERVICE,"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",compound_complex_sentence,service terrible wait everything ask several different people thing allow serve,[['service']],[['terrible']],['SERVICE'],['negative']
80,423,1660047,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE#GENERAL,negative,SERVICE,"after dinner the manager grabbed my boyfriend , asked him where are you from ... maybe you do not know how things work in america ... and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .",compound_complex_sentence,dinner manager grab boyfriend ask maybe know thing work america end storm away almost teareyed yell tip thing survive,"[['dinner', 'manager', 'boyfriend', 'thing'], ['end']]","[['work'], ['teareyed']]","['SERVICE', 'VALUE']","['negative', 'negative']"
