,id,review,label,pred_single,pred_multiple,terms
30,31,bad food and high prices,FOOD|VALUE,VALUE,VALUE|FOOD|VALUE|VALUE,price|food|rice|high
31,32,bad food and high prices,FOOD|VALUE,VALUE,VALUE|FOOD|VALUE|VALUE,price|food|rice|high
32,33,prices are fair across the board for both food and bev.,VALUE|VALUE,VALUE,VALUE|FOOD|VALUE,price|food|rice
33,34,"price is high but the food is good, so i would come back again.",FOOD|VALUE,VALUE,VALUE|VALUE|FOOD|VALUE|VALUE|VALUE|VALUE,would|price|food|back|rice|come|high
34,35,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
35,36,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
36,37,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
37,38,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
38,39,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
39,40,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
40,41,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
41,42,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
42,43,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
43,44,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
44,45,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
45,46,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
46,47,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
47,48,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
48,49,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
49,50,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
50,51,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
51,52,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
52,53,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
53,54,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
54,55,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
55,56,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
56,57,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
57,58,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
58,59,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
59,60,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
60,61,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
61,62,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
62,63,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
63,64,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
64,65,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
65,66,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
66,67,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
67,68,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
68,69,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
69,70,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
70,71,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
71,72,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
72,73,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
73,74,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
74,75,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
75,76,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
76,77,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
77,78,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
78,79,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
79,80,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
80,81,"the food is not flavorful, not plentiful and not reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
81,82,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
82,83,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
83,84,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
84,85,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
85,86,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
86,87,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
87,88,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
88,89,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
89,90,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
90,91,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
91,92,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
92,93,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
93,94,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
94,95,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
95,96,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
96,97,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
97,98,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
98,99,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
99,100,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
100,101,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
101,102,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
102,103,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
103,104,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
104,105,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
105,106,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
106,107,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
107,108,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
108,109,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
109,110,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
110,111,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
111,112,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
112,113,"great place, great value.",AMBIENCE|VALUE,VALUE,VALUE,place
113,114,"the food is flavorful, plentiful and reasonably price.",FOOD|FOOD|VALUE,FOOD,VALUE|FOOD|FOOD|FOOD|FOOD|VALUE,price|flavor|food|flavorful|plentiful|rice
114,115,the atmosphere is relaxed and casual.,AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,atmosphere|relaxed|casual
115,116,the martinis are amazing but the prices are expensive.,FOOD|VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|amazing
116,117,the flavors are amazing and the value is phenomenal.,FOOD|VALUE,FOOD,FOOD|VALUE,flavor|amazing
117,118,prices too high for this cramped and unappealing resturant.,VALUE|AMBIENCE,VALUE,VALUE|VALUE|VALUE,price|rice|high
118,119,great service and food at a good price,VALUE|SERVICE|FOOD,VALUE,VALUE|FOOD|VALUE|SERVICE,price|food|rice|service
119,120,prices are not affordable and the quality of food is bad,VALUE|FOOD,VALUE,VALUE|FOOD|VALUE|VALUE,price|food|rice|quality
120,121,"cozy place, great service and an amazing pizza",AMBIENCE|SERVICE|FOOD,AMBIENCE,SERVICE|FOOD|AMBIENCE|AMBIENCE|AMBIENCE,service|pizza|place|cozy|amazing
121,122,the price is high and the quality of food is horrible,VALUE|FOOD,VALUE,VALUE|FOOD|VALUE|VALUE|VALUE|VALUE,price|food|rice|quality|high|horrible
122,123,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
123,124,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
124,125,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
125,126,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
126,127,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
127,128,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
128,129,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
129,130,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
130,131,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
131,132,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
132,133,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
133,134,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
134,135,prices absolutely not moderate and not appropriate,VALUE,VALUE,VALUE|VALUE|VALUE,price|rice|moderate
135,136,"last but not least, prices for nyc are ridiculously low and the personnel is warm and friendly",VALUE|SERVICE,VALUE,VALUE|VALUE|VALUE|FOOD,friendly|price|rice|warm
136,137,"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",SERVICE,VALUE,VALUE|VALUE|AMBIENCE,rude|staff|place
137,138,the food was lousy - too sweet or too salty and the portions tiny.,FOOD|FOOD,FOOD,FOOD|FOOD|FOOD,food|sweet|portion
138,139,"i have eaten at saul, many times, the food is always consistently, outrageously good.",FOOD,FOOD,FOOD|FOOD,food|always
139,140,the duck confit is always amazing and the foie gras terrine with figs was out of this world.,FOOD|FOOD,FOOD,FOOD|AMBIENCE|FOOD,always|world|amazing
140,141,chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.,FOOD|FOOD,FOOD,FOOD|VALUE,rude|family
141,142,"service was divine, oysters where a sensual as they come, and the price can't be beat!!!",SERVICE|FOOD,VALUE,VALUE|VALUE|SERVICE|FOOD,price|rice|service|come
142,143,"everything is always cooked to perfection, the service is excellent, the decor cool and understated.",SERVICE|AMBIENCE,VALUE,AMBIENCE|VALUE|VALUE|SERVICE|VALUE|FOOD|VALUE|AMBIENCE,decor|always|every|service|ever|perfect|excellent|cool
143,144,i had the duck breast special on my last visit and it was not incredible.,FOOD,,,
144,145,"the food is very average...the thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",FOOD|FOOD,FOOD,FOOD|AMBIENCE|VALUE|VALUE|FOOD|FOOD,food|average|every|ever|sweet|thai
145,146,the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,FOOD,FOOD,FOOD|FOOD,moderate|chicken
146,147,i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,FOOD|FOOD,FOOD,FOOD|FOOD|VALUE,could|tasty|ever
147,148,"the decor is night tho...but they really need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",AMBIENCE|AMBIENCE|AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE|AMBIENCE,decor|night|place
148,149,"the spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",FOOD|FOOD,FOOD,FOOD|FOOD|FOOD|FOOD|FOOD,appetizer|spicy|roll|tuna|shrimp
149,150,we went around 9:30 on a friday and it had died down a bit by then so the service was great!,SERVICE,VALUE,AMBIENCE|SERVICE|VALUE,around|service|went
150,151,food is bad.,FOOD,FOOD,FOOD,food
151,152,service is friendly and attentive.,SERVICE,SERVICE,VALUE|SERVICE,friendly|service
152,153,ambiance is relaxed and stylish.,AMBIENCE,AMBIENCE,AMBIENCE,relaxed
153,154,"however, it's the service that leaves a bad taste in my mouth.",SERVICE,VALUE,SERVICE|VALUE|FOOD,service|ever|taste
154,155,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",SERVICE,VALUE,AMBIENCE|VALUE|AMBIENCE,wait|little|waiter
155,156,food is disgusting.,FOOD,FOOD,FOOD,food
156,157,service is top notch.,SERVICE,SERVICE,SERVICE,service
157,158,"i tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",FOOD,AMBIENCE,AMBIENCE|FOOD,restaurant|sushi
158,159,the sushi seemed pretty fresh and was adequately proportioned.,FOOD|FOOD,FOOD,FOOD|FOOD|VALUE|VALUE,fresh|sushi|portion|pretty
159,160,the rice to fish ration was also good and they didn't try to overpack the rice.,FOOD,FOOD,FOOD|FOOD,fish|rice
160,161,we took advantage of the half price sushi deal on saturday so it was well worth it.,FOOD,VALUE,VALUE|VALUE|FOOD,price|rice|sushi
161,162,the food was well prepared and the service was impecable.,FOOD|SERVICE,FOOD,FOOD|SERVICE,food|service
162,163,the prix fixe menu is worth every penny and you get more than enough (both in quantity and quality).,FOOD|FOOD|VALUE,VALUE,FOOD|VALUE|VALUE|VALUE,menu|every|ever|quality
163,164,"$6 and there is much tasty food, all of it fresh and continually refilled.",FOOD|FOOD|VALUE,FOOD,FOOD|FOOD|FOOD|VALUE,food|fresh|tasty|much
164,165,"i am not a vegetarian but, almost all the dishes were bad.",FOOD,FOOD,FOOD|FOOD,dish|almost
165,166,the food here is not good.,FOOD,FOOD,FOOD,food
166,167,"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",FOOD|FOOD|FOOD|FOOD|FOOD,,,
167,168,"the service varys from day to day- sometimes they're very nice, and sometimes not.",SERVICE,VALUE,SERVICE|VALUE|VALUE,service|nice|sometimes
168,169,"also, specify if you like your food spicy- its rather bland if you don't.",FOOD,FOOD,FOOD|FOOD|FOOD,food|spicy|bland
169,170,"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",AMBIENCE,AMBIENCE,VALUE|AMBIENCE|VALUE|AMBIENCE|FOOD|AMBIENCE|VALUE,would|ambience|best|nice|lunch|casual|pretty
170,171,if you've ever been along the river in weehawken you have an idea of the top of view the chart house has to offer.,AMBIENCE,VALUE,VALUE|VALUE|VALUE,view|offer|ever
171,172,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,SERVICE|FOOD|VALUE,VALUE,VALUE|FOOD|VALUE|SERVICE|VALUE,price|food|rice|service|reasonable
172,173,the lava cake dessert was terrible.,FOOD,FOOD,FOOD|AMBIENCE,dessert|terrible
173,174,"once you step into cosette, you're miraculously in a small, off-the-beaten path parisian bistro.",AMBIENCE,AMBIENCE,AMBIENCE,small
174,175,"this tiny restaurant is as cozy as it gets, with that certain parisian flair.",AMBIENCE,AMBIENCE,AMBIENCE|AMBIENCE,restaurant|cozy
175,176,"the food was average to above-average; the french onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",FOOD|FOOD|FOOD|FOOD,FOOD,FOOD|VALUE|FOOD,food|average|dessert
176,177,the pizza was delivered cold and the cheese wasn't even fully melted!,FOOD|FOOD,FOOD,FOOD|FOOD,cheese|pizza
177,178,the pizza is overpriced and soggy.,FOOD|VALUE,FOOD,VALUE|VALUE|FOOD|VALUE,price|rice|pizza|overpriced
178,179,"yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",FOOD|FOOD|FOOD,FOOD,FOOD|FOOD,ingredient|pizza
179,180,i think i've had some the worst meals of my life at minnow.,FOOD,FOOD,VALUE|FOOD,worst|meal
180,181,"the seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.",FOOD|FOOD|FOOD,FOOD,FOOD|FOOD|AMBIENCE|AMBIENCE|AMBIENCE|FOOD|FOOD,menu|food|offer|always|ever|wine|amazing
181,182,the combination of super-fresh ingredients in the dishes are unusual but really delicious.,FOOD,FOOD,FOOD|FOOD|FOOD,fresh|dish|ingredient
182,183,best pastrami i ever had and great portion without being ridiculous.,FOOD|FOOD,VALUE,VALUE|VALUE|VALUE,ever|best|portion
183,184,my wife had the fried shrimp which are huge and loved it.,FOOD|FOOD,FOOD,FOOD|FOOD,shrimp|love
184,185,"my wife and i always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",SERVICE,VALUE,AMBIENCE|SERVICE|VALUE|VALUE,friendly|staff|always|ever
185,186,"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",SERVICE|AMBIENCE|FOOD|FOOD,FOOD,FOOD|AMBIENCE|SERVICE|AMBIENCE|VALUE|FOOD,food|decor|service|portion|excellent|come
186,187,this place is incredibly tiny.,AMBIENCE,AMBIENCE,AMBIENCE,place
187,188,the hostess is rude to the point of being offensive.,SERVICE,VALUE,VALUE,rude
188,189,the food was bland oily.,FOOD,FOOD,FOOD|FOOD,food|bland
189,190,"we have been to this place many times, and always have great food, wine, and service.",FOOD|FOOD|SERVICE,AMBIENCE,FOOD|VALUE|SERVICE|AMBIENCE|AMBIENCE,food|always|service|wine|place
190,191,"we were worried we would have trouble getting in, but somehow managed to have a short wait.",SERVICE,VALUE,VALUE|SERVICE,would|wait
191,192,"when we sat, we got great and fast service.",SERVICE,SERVICE,SERVICE,service
192,193,the people that work there are always so friendly you forget you are in new york sometimes.,SERVICE,VALUE,VALUE|VALUE|AMBIENCE|VALUE|VALUE,friendly|always|york|sometimes|people
193,194,the pizza is yummy and i like the atmoshpere.,FOOD|AMBIENCE,FOOD,FOOD,pizza
194,195,but the pizza is way to expensive.,VALUE,FOOD,FOOD,pizza
195,196,i went there for lunch and the lunch was not as good as i expected from the reviews i read.,FOOD,VALUE,VALUE|VALUE|FOOD|AMBIENCE,review|view|lunch|went
196,197,sauce was watery and the food didn't have much flavor.,FOOD|FOOD,FOOD,FOOD|FOOD|FOOD|FOOD,sauce|flavor|food|much
197,198,the waitress was very patient with us and the food is phenomenal!,SERVICE|FOOD,FOOD,FOOD|AMBIENCE,food|wait
198,199,"service was prompt, friendly and great.",SERVICE,VALUE,VALUE|SERVICE|VALUE,friendly|service|prompt
199,200,horrible pizza and bad service.,FOOD|SERVICE,FOOD,SERVICE|FOOD|FOOD,service|pizza|horrible
200,201,"there was a small wait, but shorter than i expected.",SERVICE,VALUE,VALUE|VALUE,wait|small
201,202,this is the best sushi in new york city - hands down.,FOOD,AMBIENCE,AMBIENCE|VALUE|AMBIENCE|FOOD,city|best|york|sushi
202,203,the place is small and cramped but the food is fantastic.,AMBIENCE|FOOD,FOOD,FOOD|AMBIENCE|AMBIENCE|AMBIENCE,food|small|fantastic|place
203,204,"the atmosphere isn't the greatest , but i suppose that's how they keep the prices down .",AMBIENCE,VALUE,VALUE|VALUE|VALUE,atmosphere|price|rice
